epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,1.7427,,,,,
0.04,0.5542,,,,,
0.06,0.4438,,,,,
0.08,0.3769,,,,,
0.1,0.3221,,,,,
0.11,0.4094,,,,,
0.13,0.319,,,,,
0.15,0.3027,,,,,
0.17,0.2898,,,,,
0.19,0.2385,,,,,
0.21,0.2417,,,,,
0.23,0.2705,,,,,
0.25,0.2766,,,,,
0.27,0.2144,,,,,
0.29,0.1929,,,,,
0.3,0.2814,,,,,
0.32,0.2026,,,,,
0.34,0.2056,,,,,
0.36,0.2159,,,,,
0.38,0.1791,,,,,
0.4,0.2501,,,,,
0.42,0.2024,,,,,
0.44,0.2063,,,,,
0.46,0.1834,,,,,
0.48,0.2207,,,,,
0.5,0.2002,,,,,
0.51,0.1701,,,,,
0.53,0.2103,,,,,
0.55,0.1869,,,,,
0.57,0.2116,,,,,
0.59,0.1776,,,,,
0.61,0.1669,,,,,
0.63,0.1791,,,,,
0.65,0.2049,,,,,
0.67,0.1642,,,,,
0.69,0.1646,,,,,
0.7,0.1952,,,,,
0.72,0.1837,,,,,
0.74,0.1746,,,,,
0.76,0.2098,,,,,
0.78,0.1516,,,,,
0.8,0.1466,,,,,
0.82,0.184,,,,,
0.84,0.1953,,,,,
0.86,0.1405,,,,,
0.88,0.1838,,,,,
0.9,0.1519,,,,,
0.91,0.2554,,,,,
0.93,0.1768,,,,,
0.95,0.2048,,,,,
0.97,0.1873,,,,,
0.99,0.1797,,,,,
1.0,,0.29319092631340027,0.3220338983050847,0.4173989455184534,0.3635667814772292,0.9228336682823028
1.01,0.1436,,,,,
1.03,0.1377,,,,,
1.05,0.0954,,,,,
1.07,0.1504,,,,,
1.09,0.1201,,,,,
1.11,0.1269,,,,,
1.12,0.1249,,,,,
1.14,0.1258,,,,,
1.16,0.1501,,,,,
1.18,0.1346,,,,,
1.2,0.1312,,,,,
1.22,0.1408,,,,,
1.24,0.1468,,,,,
1.26,0.1218,,,,,
1.28,0.1423,,,,,
1.3,0.1052,,,,,
1.31,0.1267,,,,,
1.33,0.1389,,,,,
1.35,0.1211,,,,,
1.37,0.1152,,,,,
1.39,0.157,,,,,
1.41,0.1208,,,,,
1.43,0.1579,,,,,
1.45,0.0987,,,,,
1.47,0.1406,,,,,
1.49,0.1361,,,,,
1.51,0.1139,,,,,
1.52,0.1626,,,,,
1.54,0.1443,,,,,
1.56,0.0934,,,,,
1.58,0.111,,,,,
1.6,0.1588,,,,,
1.62,0.1007,,,,,
1.64,0.1475,,,,,
1.66,0.1282,,,,,
1.68,0.147,,,,,
1.7,0.1347,,,,,
1.71,0.1045,,,,,
1.73,0.1061,,,,,
1.75,0.106,,,,,
1.77,0.1734,,,,,
1.79,0.1181,,,,,
1.81,0.1135,,,,,
1.83,0.1147,,,,,
1.85,0.0997,,,,,
1.87,0.1372,,,,,
1.89,0.1261,,,,,
1.91,0.1094,,,,,
1.92,0.149,,,,,
1.94,0.1025,,,,,
1.96,0.1076,,,,,
1.98,0.0942,,,,,
