label,precision,recall,f1-score,support
location,0.6578723404255319,0.7164040778498609,0.6858917480035492,1079
micro avg,0.6578723404255319,0.7164040778498609,0.6858917480035492,1079
macro avg,0.6578723404255319,0.7164040778498609,0.6858917480035492,1079
weighted avg,0.6578723404255319,0.7164040778498609,0.6858917480035492,1079
