epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.01,1.8011,,,,,
0.03,0.5292,,,,,
0.04,0.3504,,,,,
0.06,0.3424,,,,,
0.07,0.2728,,,,,
0.09,0.245,,,,,
0.1,0.2404,,,,,
0.12,0.2127,,,,,
0.13,0.2864,,,,,
0.15,0.2392,,,,,
0.16,0.234,,,,,
0.17,0.1886,,,,,
0.19,0.2212,,,,,
0.2,0.1476,,,,,
0.22,0.2068,,,,,
0.23,0.1971,,,,,
0.25,0.1668,,,,,
0.26,0.1806,,,,,
0.28,0.1505,,,,,
0.29,0.1884,,,,,
0.3,0.1878,,,,,
0.32,0.1764,,,,,
0.33,0.1798,,,,,
0.35,0.1578,,,,,
0.36,0.1772,,,,,
0.38,0.1458,,,,,
0.39,0.1545,,,,,
0.41,0.1632,,,,,
0.42,0.165,,,,,
0.44,0.1728,,,,,
0.45,0.1847,,,,,
0.46,0.1829,,,,,
0.48,0.1464,,,,,
0.49,0.1724,,,,,
0.51,0.1308,,,,,
0.52,0.1378,,,,,
0.54,0.1508,,,,,
0.55,0.1404,,,,,
0.57,0.1295,,,,,
0.58,0.1367,,,,,
0.6,0.1408,,,,,
0.61,0.1574,,,,,
0.62,0.1539,,,,,
0.64,0.1143,,,,,
0.65,0.1331,,,,,
0.67,0.1469,,,,,
0.68,0.1253,,,,,
0.7,0.211,,,,,
0.71,0.1459,,,,,
0.73,0.1333,,,,,
0.74,0.1603,,,,,
0.76,0.1342,,,,,
0.77,0.1559,,,,,
0.78,0.1665,,,,,
0.8,0.1182,,,,,
0.81,0.1372,,,,,
0.83,0.124,,,,,
0.84,0.1314,,,,,
0.86,0.1361,,,,,
0.87,0.1568,,,,,
0.89,0.1349,,,,,
0.9,0.1186,,,,,
0.91,0.1436,,,,,
0.93,0.1389,,,,,
0.94,0.1521,,,,,
0.96,0.1742,,,,,
0.97,0.1169,,,,,
0.99,0.1453,,,,,
1.0,0.1193,0.24392059445381165,0.41345794392523366,0.4990974729241877,0.4522592516867716,0.9336394674459171
1.02,0.1163,,,,,
1.03,0.0852,,,,,
1.05,0.1073,,,,,
1.06,0.0906,,,,,
1.07,0.1193,,,,,
1.09,0.0858,,,,,
1.1,0.1489,,,,,
1.12,0.1004,,,,,
1.13,0.0901,,,,,
1.15,0.0731,,,,,
1.16,0.0845,,,,,
1.18,0.085,,,,,
1.19,0.1049,,,,,
1.21,0.0709,,,,,
1.22,0.0822,,,,,
1.23,0.0999,,,,,
1.25,0.1187,,,,,
1.26,0.1205,,,,,
1.28,0.1263,,,,,
1.29,0.0817,,,,,
1.31,0.1051,,,,,
1.32,0.0718,,,,,
1.34,0.063,,,,,
1.35,0.1106,,,,,
1.37,0.0796,,,,,
1.38,0.1268,,,,,
1.39,0.1087,,,,,
1.41,0.1108,,,,,
1.42,0.0944,,,,,
1.44,0.1115,,,,,
1.45,0.0914,,,,,
1.47,0.102,,,,,
1.48,0.0986,,,,,
1.5,0.0898,,,,,
1.51,0.088,,,,,
1.52,0.0781,,,,,
1.54,0.0838,,,,,
1.55,0.0854,,,,,
1.57,0.1163,,,,,
1.58,0.0842,,,,,
1.6,0.0626,,,,,
1.61,0.1047,,,,,
1.63,0.0947,,,,,
1.64,0.0816,,,,,
1.66,0.0729,,,,,
1.67,0.1183,,,,,
1.68,0.106,,,,,
1.7,0.1053,,,,,
1.71,0.0673,,,,,
1.73,0.0845,,,,,
1.74,0.0863,,,,,
1.76,0.1218,,,,,
1.77,0.1224,,,,,
1.79,0.095,,,,,
1.8,0.0887,,,,,
1.82,0.0845,,,,,
1.83,0.1048,,,,,
1.84,0.0873,,,,,
1.86,0.1228,,,,,
1.87,0.0891,,,,,
1.89,0.0717,,,,,
1.9,0.1101,,,,,
1.92,0.0943,,,,,
1.93,0.1022,,,,,
1.95,0.0751,,,,,
1.96,0.1053,,,,,
1.97,0.0796,,,,,
1.99,0.0858,,,,,
