epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,557,0.13870355486869812,0.5480203841630733,0.6308664259927798,0.5865324103209566,0.9517434339179879
2.0,1115,0.1276053488254547,0.6270203066721923,0.6827617328519856,0.6537049038669259,0.9603176990884202
3.0,1672,0.16714520752429962,0.6416772554002541,0.6836642599277978,0.662005680576797,0.9585276332019615
4.0,2230,0.15980620682239532,0.6399026763990268,0.7120938628158845,0.674070909867578,0.9606335930683835
5.0,2787,0.16030238568782806,0.6324820430965682,0.7152527075812274,0.6713257094451504,0.959731038839917
6.0,3345,0.20332179963588715,0.6549067315490673,0.7287906137184116,0.6898761213156771,0.9612653810283102
7.0,3902,0.22305934131145477,0.6386587771203156,0.730595667870036,0.6815407282677332,0.9596708685580192
8.0,4460,0.22943589091300964,0.6630839189747829,0.723826714801444,0.6921251348435814,0.96180691356539
9.0,5017,0.2579714357852936,0.6670843776106934,0.7206678700361011,0.6928416485900217,0.9611751256054635
10.0,5575,0.2553803622722626,0.6471990464839095,0.7351083032490975,0.6883583350940208,0.9616865730015945
11.0,6132,0.2656579613685608,0.6748237245956035,0.7342057761732852,0.7032634536416684,0.9629050212100244
12.0,6690,0.26465916633605957,0.678951678951679,0.7481949458483754,0.7118935165306999,0.9629351063509732
13.0,7247,0.27807778120040894,0.6657314629258517,0.7495487364620939,0.7051581405221822,0.96194229669966
14.0,7805,0.2947504222393036,0.6797546012269938,0.75,0.7131516841879424,0.9632510003309366
15.0,8362,0.2979027032852173,0.6811594202898551,0.7423285198555957,0.7104297128050098,0.9628749360690755
16.0,8920,0.3165798783302307,0.66388557806913,0.7540613718411552,0.7061060638073104,0.9623935738138933
17.0,9477,0.31354767084121704,0.6805725971370143,0.7509025270758123,0.714009869126797,0.9630404043442944
18.0,10035,0.32388967275619507,0.6807897984368573,0.746841155234657,0.7122874973100924,0.9632058726195132
19.0,10592,0.3237066864967346,0.6746353322528363,0.7513537906137184,0.7109308283518361,0.9628298083576522
19.98,11140,0.32407087087631226,0.6795918367346939,0.7513537906137184,0.7136733819117018,0.962995276632871
