entity,precision,recall,f1,support
aeroway,0.6875,0.6111111111111112,0.6470588235294118,18
amenity,0.4233576642335766,0.5370370370370371,0.473469387755102,108
boundary,0.6748188405797102,0.7254138266796495,0.6992022524636321,1027
bridge,0.0,0.0,0.0,2
building,0.4634146341463415,0.5135135135135135,0.48717948717948717,37
club,0.5,1.0,0.6666666666666666,1
highway,0.5872274143302181,0.6930147058823529,0.6357504215851603,544
junction,0.0,0.0,0.0,2
landuse,0.21428571428571427,0.25,0.23076923076923075,12
leisure,0.5405405405405406,0.7142857142857143,0.6153846153846154,28
man_made,0.375,0.42857142857142855,0.39999999999999997,7
natural,0.6382978723404256,0.5263157894736842,0.5769230769230769,57
office,0.4,0.3333333333333333,0.3636363636363636,6
place,0.4131578947368421,0.4604105571847507,0.435506241331484,341
railway,0.2857142857142857,0.4,0.3333333333333333,5
shop,0.1875,0.3,0.23076923076923075,10
tourism,0.3076923076923077,0.25,0.27586206896551724,16
tunnel,0.0,0.0,0.0,1
waterway,0.6190476190476191,0.7831325301204819,0.6914893617021277,83
