entity,precision,recall,f1
aeroway,0.5625,0.5294117647058824,0.5454545454545455
amenity,0.42948717948717946,0.5929203539823009,0.4981412639405204
boundary,0.7004694835680751,0.7306562193927522,0.7152444870565676
bridge,0.0,0.0,0.0
building,0.5641025641025641,0.5365853658536586,0.55
healthcare,0.0,0.0,0.0
highway,0.6150870406189555,0.6680672268907563,0.6404833836858005
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.19230769230769232,0.22727272727272727,0.20833333333333331
leisure,0.4027777777777778,0.6444444444444445,0.49572649572649574
man_made,0.5,0.2857142857142857,0.36363636363636365
natural,0.6363636363636364,0.7291666666666666,0.6796116504854369
office,0.16666666666666666,0.2,0.1818181818181818
place,0.4585635359116022,0.5015105740181269,0.4790764790764791
railway,0.5,0.3333333333333333,0.4
shop,0.1875,0.25,0.21428571428571427
tourism,0.2222222222222222,0.13333333333333333,0.16666666666666669
tunnel,0.0,0.0,0.0
waterway,0.6455696202531646,0.7083333333333334,0.6754966887417219
