entity,precision,recall,f1,support
aeroway,0.23076923076923078,0.25,0.24000000000000002,12
amenity,0.3953488372093023,0.4636363636363636,0.4267782426778242,110
boundary,0.6556776556776557,0.7145708582834331,0.6838586437440305,1002
bridge,0.0,0.0,0.0,1
building,0.6571428571428571,0.5227272727272727,0.5822784810126581,44
club,0.0,0.0,0.0,1
highway,0.5764119601328903,0.6711798839458414,0.6201966041108132,517
historic,0.0,0.0,0.0,1
landuse,0.15384615384615385,0.10526315789473684,0.125,19
leisure,0.5,0.6,0.5454545454545454,40
man_made,0.25,0.2,0.22222222222222224,5
military,0.0,0.0,0.0,1
natural,0.39655172413793105,0.42592592592592593,0.41071428571428575,54
office,0.2,0.14285714285714285,0.16666666666666666,7
place,0.37149532710280375,0.48623853211009177,0.4211920529801324,327
railway,0.2222222222222222,0.4,0.2857142857142857,5
shop,0.25,0.3333333333333333,0.28571428571428575,9
tourism,0.46153846153846156,0.6,0.5217391304347826,10
tunnel,0.0,0.0,0.0,0
waterway,0.5660377358490566,0.7058823529411765,0.6282722513089005,85
