entity,precision,recall,f1
aeroway,0.15384615384615385,0.18181818181818182,0.16666666666666669
amenity,0.4342105263157895,0.5689655172413793,0.49253731343283585
boundary,0.638095238095238,0.6822810590631364,0.6594488188976378
building,0.7272727272727273,0.8,0.761904761904762
healthcare,0.0,0.0,0.0
highway,0.562753036437247,0.6205357142857143,0.5902335456475584
landuse,0.0,0.0,0.0
leisure,0.2413793103448276,0.5,0.32558139534883723
natural,0.5925925925925926,0.5925925925925926,0.5925925925925926
office,0.0,0.0,0.0
place,0.4666666666666667,0.45161290322580644,0.45901639344262296
railway,0.2,0.3333333333333333,0.25
shop,0.6666666666666666,0.18181818181818182,0.28571428571428575
tourism,0.0,0.0,0.0
waterway,0.6818181818181818,0.7317073170731707,0.7058823529411764
