best_epoch_by_valid_f1_curve_only,best_valid_f1_from_curve_only,note,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
17.0,0.6141864870553568,No checkpoint saved. Final epoch model was evaluated.,3425.707003593445,0.00013271733769215643,0.999124343257443,0.9993630066088064,0.9992436606822976,0.9999578365779492,0.430709570646286,0.5788844621513944,0.6420680512593901,0.608841399539074,0.9492072548195304,0.4554485082626343,0.5720388349514564,0.6549577590040018,0.6106965174129353,0.9481024975673046,1.0,0.6,11,7434,4460,1486,1488,6558,11018
14.0,0.618189527241891,No checkpoint saved. Final epoch model was evaluated.,3476.220542192459,0.0001175951911136508,0.9988067775037786,0.9990451941438574,0.9989259715979156,0.9999595610350354,0.4426940977573395,0.5756487025948104,0.6469268730372364,0.6092099704267004,0.9465938582937038,0.43413296341896057,0.5764430577223089,0.6568888888888889,0.6140423764021604,0.9477620871230253,1.0,0.6,55,7434,4460,1486,1488,6558,11018
20.0,0.6301657226767359,No checkpoint saved. Final epoch model was evaluated.,3398.3128423690796,0.00012458112905733287,0.9988917913401409,0.9992872980677858,0.9990895055619334,0.9999561671918175,0.4322017729282379,0.5984063745019921,0.6654851572884359,0.6301657226767359,0.9496854410518019,0.4344692528247833,0.5887096774193549,0.6639381537062301,0.6240649711476812,0.9494742774095001,1.0,0.6,110,7434,4460,1486,1488,6558,11018
17.0,0.6218174291037052,No checkpoint saved. Final epoch model was evaluated.,3417.8227620124817,6.962176121305674e-05,0.999046483909416,0.999443561208267,0.9992449831114644,0.9999831467112492,0.43764859437942505,0.584012417539775,0.6641659311562225,0.6215155895106339,0.9479103297238107,0.4442765414714813,0.5943089430894309,0.6515151515151515,0.6215986394557823,0.949989525035166,1.0,0.6,220,7434,4460,1486,1488,6558,11018
20.0,0.618740910035321,No checkpoint saved. Final epoch model was evaluated.,3417.086673974991,9.550926188239828e-05,0.9990459532517093,0.9993637665023063,0.999204834605598,0.9999612260655246,0.43777987360954285,0.5897029702970297,0.6507867132867133,0.618740910035321,0.9487269187479086,0.4371509253978729,0.5580218068535826,0.6426008968609865,0.5973322217590663,0.9495273738554163,1.0,0.6,500,7434,4460,1486,1488,6558,11018
17.0,0.6080173347778981,No checkpoint saved. Final epoch model was evaluated.,3438.6020424365997,7.967839337652549e-05,0.999210547090866,0.9993683379392025,0.9992894362861202,0.9999763250369499,0.4654483497142792,0.5744507729861676,0.645043398812243,0.6077038949860125,0.9464771285274035,0.44284722208976746,0.590027700831025,0.668010752688172,0.6266022273586889,0.9487240924883191,1.0,0.6,600,7434,4460,1486,1488,6558,11018
18.0,0.6174524400330852,No checkpoint saved. Final epoch model was evaluated.,3458.254199028015,8.662274922244251e-05,0.9992841234489341,0.9996021642266073,0.9994431185361974,0.999984812382296,0.4364410936832428,0.582018927444795,0.6470846120122753,0.6128295619680298,0.9484523720302781,0.4425574541091919,0.5680544435548439,0.6406320541760723,0.6021642266072565,0.9490962689455975,1.0,0.6,800,7434,4460,1486,1488,6558,11018
16.0,0.6124096897577561,No checkpoint saved. Final epoch model was evaluated.,3403.6222944259644,0.00011448840814409778,0.9984089101034208,0.9989652153148133,0.9986869852385309,0.9999560768519942,0.4309263229370117,0.5799918995544755,0.6462093862815884,0.6113127001067237,0.9487125967229735,0.4509671926498413,0.6009389671361502,0.6663774403470716,0.6319687307138449,0.9480610579928939,1.0,0.6,1500,7434,4460,1486,1488,6558,11018
