best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
12.0,0.665810868635002,3026.0196845531464,0.00021738231589552015,0.9979173341877603,0.999037690457097,0.9984771980444017,0.9999062939247227,0.3429386019706726,0.638752052545156,0.6952636282394995,0.665810868635002,0.9534519446743114,0.31261661648750305,0.641725352112676,0.6923076923076923,0.6660575605299223,0.9577905624944109,0.5,0.3,22,3717,2230,743,744,3084,5314
