entity,precision,recall,f1,support
aeroway,0.4166666666666667,0.7142857142857143,0.5263157894736842,7
amenity,0.31343283582089554,0.42,0.35897435897435903,50
boundary,0.5923694779116466,0.6145833333333334,0.6032719836400819,480
bridge,0.0,0.0,0.0,2
building,0.2916666666666667,0.3684210526315789,0.32558139534883723,19
highway,0.5230769230769231,0.6159420289855072,0.5657237936772046,276
historic,0.0,0.0,0.0,1
landuse,0.3,0.375,0.33333333333333326,8
leisure,0.36363636363636365,0.5,0.4210526315789474,24
man_made,0.0,0.0,0.0,2
military,0.0,0.0,0.0,1
natural,0.2,0.30434782608695654,0.24137931034482762,23
office,0.0,0.0,0.0,3
place,0.2672413793103448,0.389937106918239,0.3171355498721227,159
railway,0.0,0.0,0.0,4
shop,0.125,0.09090909090909091,0.10526315789473685,11
tourism,0.5,0.4,0.4444444444444445,5
waterway,0.4603174603174603,0.5918367346938775,0.5178571428571429,49
