entity,precision,recall,f1,support
aeroway,0.45454545454545453,0.7142857142857143,0.5555555555555556,7
amenity,0.39344262295081966,0.4897959183673469,0.43636363636363634,49
boundary,0.5724137931034483,0.6613545816733067,0.6136783733826248,502
bridge,0.0,0.0,0.0,0
building,0.2857142857142857,0.38095238095238093,0.32653061224489793,21
healthcare,0.0,0.0,0.0,1
highway,0.5266666666666666,0.6076923076923076,0.5642857142857143,260
historic,0.0,0.0,0.0,1
landuse,0.125,0.125,0.125,8
leisure,0.391304347826087,0.391304347826087,0.391304347826087,23
man_made,0.0,0.0,0.0,3
natural,0.4230769230769231,0.5238095238095238,0.4680851063829788,21
office,0.0,0.0,0.0,2
place,0.3192488262910798,0.40236686390532544,0.356020942408377,169
railway,0.4,0.5,0.4444444444444445,4
shop,0.1,0.5,0.16666666666666669,2
tourism,0.0,0.0,0.0,3
waterway,0.6304347826086957,0.6590909090909091,0.6444444444444444,44
