label,precision,recall,f1-score,support
location,0.617056856187291,0.6865116279069767,0.6499339498018495,1075
micro avg,0.617056856187291,0.6865116279069767,0.6499339498018495,1075
macro avg,0.617056856187291,0.6865116279069767,0.6499339498018495,1075
weighted avg,0.617056856187291,0.6865116279069767,0.6499339498018495,1075
