entity,precision,recall,f1
aeroway,0.1875,0.2727272727272727,0.2222222222222222
amenity,0.2891566265060241,0.41379310344827586,0.3404255319148936
boundary,0.5942028985507246,0.6680244399185336,0.6289549376797698
building,0.2903225806451613,0.45,0.3529411764705882
healthcare,0.0,0.0,0.0
highway,0.48627450980392156,0.5535714285714286,0.5177453027139874
landuse,0.0,0.0,0.0
leisure,0.35714285714285715,0.35714285714285715,0.35714285714285715
natural,0.4230769230769231,0.4074074074074074,0.4150943396226415
office,0.0,0.0,0.0
place,0.28780487804878047,0.38064516129032255,0.3277777777777777
railway,0.16666666666666666,0.16666666666666666,0.16666666666666666
shop,0.2727272727272727,0.2727272727272727,0.2727272727272727
tourism,0.2,0.1111111111111111,0.14285714285714285
waterway,0.6428571428571429,0.6585365853658537,0.6506024096385543
