entity,precision,recall,f1,support
aeroway,0.6666666666666666,0.6,0.631578947368421,10
amenity,0.3877551020408163,0.475,0.42696629213483145,40
boundary,0.6580406654343808,0.689922480620155,0.6736045411542101,516
bridge,0.0,0.0,0.0,3
building,0.46153846153846156,0.46153846153846156,0.46153846153846156,13
highway,0.6166134185303515,0.6967509025270758,0.6542372881355932,277
historic,0.0,0.0,0.0,1
junction,0.0,0.0,0.0,1
landuse,0.0,0.0,0.0,6
leisure,0.5714285714285714,0.48,0.5217391304347826,25
man_made,0.75,0.75,0.75,4
natural,0.34615384615384615,0.36,0.35294117647058826,25
office,0.0,0.0,0.0,5
place,0.3072916666666667,0.41843971631205673,0.35435435435435436,141
railway,0.0,0.0,0.0,4
shop,0.2857142857142857,0.25,0.26666666666666666,8
tourism,0.0,0.0,0.0,3
waterway,0.5777777777777777,0.7027027027027027,0.6341463414634145,37
