epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.04,1.8081,,,,,
0.08,0.5008,,,,,
0.11,0.4119,,,,,
0.15,0.3806,,,,,
0.19,0.3339,,,,,
0.23,0.2737,,,,,
0.27,0.296,,,,,
0.3,0.2682,,,,,
0.34,0.2913,,,,,
0.38,0.249,,,,,
0.42,0.2228,,,,,
0.46,0.2431,,,,,
0.5,0.2215,,,,,
0.53,0.2335,,,,,
0.57,0.1857,,,,,
0.61,0.1877,,,,,
0.65,0.2468,,,,,
0.69,0.1863,,,,,
0.72,0.2076,,,,,
0.76,0.2059,,,,,
0.8,0.2194,,,,,
0.84,0.2037,,,,,
0.88,0.1822,,,,,
0.91,0.1915,,,,,
0.95,0.1905,,,,,
0.99,0.186,,,,,
1.0,,0.32367366552352905,0.30008673026886384,0.3197781885397412,0.30961968680089486,0.9140885292717753
1.03,0.1495,,,,,
1.07,0.1604,,,,,
1.1,0.1635,,,,,
1.14,0.1441,,,,,
1.18,0.1804,,,,,
1.22,0.1556,,,,,
1.26,0.1494,,,,,
1.3,0.1431,,,,,
1.33,0.1528,,,,,
1.37,0.1397,,,,,
1.41,0.1588,,,,,
1.45,0.1597,,,,,
1.49,0.1406,,,,,
1.52,0.137,,,,,
1.56,0.1353,,,,,
1.6,0.126,,,,,
1.64,0.1515,,,,,
1.68,0.1491,,,,,
1.71,0.148,,,,,
1.75,0.1444,,,,,
1.79,0.1466,,,,,
1.83,0.134,,,,,
1.87,0.1612,,,,,
1.9,0.1107,,,,,
1.94,0.136,,,,,
1.98,0.1544,,,,,
2.0,,0.27818965911865234,0.375,0.45748613678373384,0.4121565362198168,0.9262256068538791
2.02,0.1271,,,,,
2.06,0.1248,,,,,
2.1,0.1016,,,,,
2.13,0.0915,,,,,
2.17,0.1011,,,,,
2.21,0.1014,,,,,
2.25,0.102,,,,,
2.29,0.1052,,,,,
2.32,0.0972,,,,,
2.36,0.1339,,,,,
2.4,0.1049,,,,,
2.44,0.0989,,,,,
2.48,0.1012,,,,,
2.51,0.0899,,,,,
2.55,0.1291,,,,,
2.59,0.1039,,,,,
2.63,0.1066,,,,,
2.67,0.0955,,,,,
2.7,0.1048,,,,,
2.74,0.1111,,,,,
2.78,0.101,,,,,
2.82,0.078,,,,,
2.86,0.1026,,,,,
2.9,0.092,,,,,
2.93,0.1121,,,,,
2.97,0.1093,,,,,
3.0,,0.2806241810321808,0.4066420664206642,0.5092421441774492,0.4521953221173574,0.9282484531175631
3.01,0.1209,,,,,
3.05,0.0756,,,,,
3.09,0.0715,,,,,
3.12,0.0832,,,,,
3.16,0.0683,,,,,
3.2,0.0729,,,,,
3.24,0.0783,,,,,
3.28,0.0741,,,,,
3.31,0.0736,,,,,
3.35,0.0783,,,,,
3.39,0.0768,,,,,
3.43,0.0646,,,,,
3.47,0.075,,,,,
3.5,0.0816,,,,,
3.54,0.0718,,,,,
3.58,0.0823,,,,,
3.62,0.0747,,,,,
3.66,0.0733,,,,,
3.7,0.0653,,,,,
3.73,0.0648,,,,,
3.77,0.0739,,,,,
3.81,0.0794,,,,,
3.85,0.0616,,,,,
3.89,0.0636,,,,,
3.92,0.0857,,,,,
3.96,0.0713,,,,,
4.0,0.095,0.2965395450592041,0.40223048327137545,0.5,0.44581788215904405,0.9272667777248929
4.04,0.0585,,,,,
4.08,0.0424,,,,,
4.11,0.0484,,,,,
4.15,0.0486,,,,,
4.19,0.0486,,,,,
4.23,0.0504,,,,,
4.27,0.0533,,,,,
4.3,0.0563,,,,,
4.34,0.0435,,,,,
4.38,0.0595,,,,,
4.42,0.0516,,,,,
4.46,0.0528,,,,,
4.5,0.0509,,,,,
4.53,0.0459,,,,,
4.57,0.0567,,,,,
4.61,0.0383,,,,,
4.65,0.0547,,,,,
4.69,0.0618,,,,,
4.72,0.0386,,,,,
4.76,0.0609,,,,,
4.8,0.0498,,,,,
4.84,0.0536,,,,,
4.88,0.0575,,,,,
4.91,0.0681,,,,,
4.95,0.0632,,,,,
4.99,0.0504,,,,,
5.0,,0.31267672777175903,0.47213622291021673,0.5637707948243993,0.5139005897219883,0.933127082341742
5.03,0.0477,,,,,
5.07,0.0361,,,,,
5.1,0.0368,,,,,
5.14,0.031,,,,,
5.18,0.0526,,,,,
5.22,0.0425,,,,,
5.26,0.0345,,,,,
5.3,0.0301,,,,,
5.33,0.0403,,,,,
5.37,0.0347,,,,,
5.41,0.0383,,,,,
5.45,0.0323,,,,,
5.49,0.0468,,,,,
5.52,0.0346,,,,,
5.56,0.0329,,,,,
5.6,0.0296,,,,,
5.64,0.0211,,,,,
5.68,0.0368,,,,,
5.71,0.0355,,,,,
5.75,0.0405,,,,,
5.79,0.0367,,,,,
5.83,0.0411,,,,,
5.87,0.0462,,,,,
5.9,0.0343,,,,,
5.94,0.0375,,,,,
5.98,0.0358,,,,,
6.0,,0.34650513529777527,0.4896265560165975,0.5452865064695009,0.5159597726278968,0.9341087577344122
6.02,0.0359,,,,,
6.06,0.0295,,,,,
6.1,0.0252,,,,,
6.13,0.0274,,,,,
6.17,0.0191,,,,,
6.21,0.0221,,,,,
6.25,0.0278,,,,,
6.29,0.0338,,,,,
6.32,0.0196,,,,,
6.36,0.0206,,,,,
6.4,0.0211,,,,,
6.44,0.0343,,,,,
6.48,0.0292,,,,,
6.51,0.0271,,,,,
6.55,0.0208,,,,,
6.59,0.0187,,,,,
6.63,0.0244,,,,,
6.67,0.0216,,,,,
6.7,0.0161,,,,,
6.74,0.0364,,,,,
6.78,0.0293,,,,,
6.82,0.0341,,,,,
6.86,0.032,,,,,
6.9,0.0294,,,,,
6.93,0.0289,,,,,
6.97,0.024,,,,,
7.0,,0.36103948950767517,0.45310136157337366,0.5536044362292052,0.49833610648918475,0.9280997144217039
7.01,0.0281,,,,,
7.05,0.0169,,,,,
7.09,0.018,,,,,
7.12,0.0182,,,,,
7.16,0.0183,,,,,
7.2,0.0175,,,,,
7.24,0.0258,,,,,
7.28,0.0243,,,,,
7.31,0.0127,,,,,
7.35,0.0235,,,,,
7.39,0.0228,,,,,
7.43,0.0174,,,,,
7.47,0.0191,,,,,
7.5,0.0185,,,,,
7.54,0.0171,,,,,
7.58,0.0144,,,,,
7.62,0.0142,,,,,
7.66,0.0171,,,,,
7.7,0.0187,,,,,
7.73,0.0181,,,,,
7.77,0.0195,,,,,
7.81,0.0166,,,,,
7.85,0.0214,,,,,
7.89,0.0188,,,,,
7.92,0.0274,,,,,
7.96,0.0233,,,,,
8.0,0.0227,0.3721109628677368,0.49556093623890235,0.5674676524953789,0.5290822921154675,0.9349119466920514
8.04,0.0178,,,,,
8.08,0.0133,,,,,
8.11,0.0166,,,,,
8.15,0.0192,,,,,
8.19,0.0137,,,,,
8.23,0.0097,,,,,
8.27,0.0162,,,,,
8.3,0.0164,,,,,
8.34,0.0141,,,,,
8.38,0.0145,,,,,
8.42,0.0109,,,,,
8.46,0.0105,,,,,
8.5,0.0156,,,,,
8.53,0.0116,,,,,
8.57,0.0157,,,,,
8.61,0.0183,,,,,
8.65,0.01,,,,,
8.69,0.0109,,,,,
8.72,0.0162,,,,,
8.76,0.0166,,,,,
8.8,0.0109,,,,,
8.84,0.0162,,,,,
8.88,0.0171,,,,,
8.91,0.019,,,,,
8.95,0.0154,,,,,
8.99,0.0147,,,,,
9.0,,0.39474377036094666,0.4968701095461659,0.5868761552680222,0.538135593220339,0.9325618752974774
9.03,0.0182,,,,,
9.07,0.0107,,,,,
9.1,0.008,,,,,
9.14,0.0118,,,,,
9.18,0.0068,,,,,
9.22,0.0065,,,,,
9.26,0.0121,,,,,
9.3,0.0096,,,,,
9.33,0.0122,,,,,
9.37,0.0145,,,,,
9.41,0.0103,,,,,
9.45,0.0083,,,,,
9.49,0.0098,,,,,
9.52,0.0065,,,,,
9.56,0.0058,,,,,
9.6,0.0082,,,,,
9.64,0.0131,,,,,
9.68,0.0102,,,,,
9.71,0.0094,,,,,
9.75,0.0086,,,,,
9.79,0.0148,,,,,
9.83,0.0075,,,,,
9.87,0.0115,,,,,
