entity,precision,recall,f1,support
aeroway,0.3333333333333333,0.5714285714285714,0.4210526315789474,7
amenity,0.4126984126984127,0.5306122448979592,0.4642857142857143,49
boundary,0.6092943201376936,0.7051792828685259,0.6537396121883656,502
building,0.3333333333333333,0.38095238095238093,0.35555555555555557,21
healthcare,0.0,0.0,0.0,1
highway,0.56957928802589,0.676923076923077,0.6186291739894552,260
historic,0.0,0.0,0.0,1
landuse,0.1111111111111111,0.125,0.11764705882352941,8
leisure,0.43478260869565216,0.43478260869565216,0.43478260869565216,23
man_made,0.0,0.0,0.0,3
natural,0.4230769230769231,0.5238095238095238,0.4680851063829788,21
office,0.0,0.0,0.0,2
place,0.3279569892473118,0.3609467455621302,0.3436619718309859,169
railway,0.0,0.0,0.0,4
shop,0.2,0.5,0.28571428571428575,2
tourism,0.0,0.0,0.0,3
waterway,0.6304347826086957,0.6590909090909091,0.6444444444444444,44
