epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,1.9231,,,,,
0.03,0.8047,,,,,
0.05,0.6234,,,,,
0.06,0.5917,,,,,
0.08,0.5057,,,,,
0.09,0.4895,,,,,
0.11,0.4084,,,,,
0.12,0.4519,,,,,
0.14,0.3589,,,,,
0.15,0.4012,,,,,
0.17,0.4239,,,,,
0.18,0.3461,,,,,
0.2,0.3874,,,,,
0.21,0.2982,,,,,
0.23,0.3482,,,,,
0.24,0.3341,,,,,
0.26,0.2984,,,,,
0.28,0.2986,,,,,
0.29,0.3455,,,,,
0.31,0.3269,,,,,
0.32,0.2725,,,,,
0.34,0.2723,,,,,
0.35,0.2386,,,,,
0.37,0.3411,,,,,
0.38,0.2357,,,,,
0.4,0.2424,,,,,
0.41,0.2832,,,,,
0.43,0.3234,,,,,
0.44,0.284,,,,,
0.46,0.2386,,,,,
0.47,0.2454,,,,,
0.49,0.2622,,,,,
0.5,0.2329,,,,,
0.52,0.2863,,,,,
0.54,0.2073,,,,,
0.55,0.2099,,,,,
0.57,0.2314,,,,,
0.58,0.2356,,,,,
0.6,0.2119,,,,,
0.61,0.2468,,,,,
0.63,0.1893,,,,,
0.64,0.1987,,,,,
0.66,0.2593,,,,,
0.67,0.1982,,,,,
0.69,0.2589,,,,,
0.7,0.2177,,,,,
0.72,0.2541,,,,,
0.73,0.1919,,,,,
0.75,0.2721,,,,,
0.76,0.2419,,,,,
0.78,0.2771,,,,,
0.8,0.1902,,,,,
0.81,0.2466,,,,,
0.83,0.2257,,,,,
0.84,0.1981,,,,,
0.86,0.275,,,,,
0.87,0.1926,,,,,
0.89,0.2055,,,,,
0.9,0.2303,,,,,
0.92,0.2226,,,,,
0.93,0.227,,,,,
0.95,0.215,,,,,
0.96,0.2173,,,,,
0.98,0.2071,,,,,
0.99,0.2013,,,,,
1.0,,0.2623269557952881,0.37444633730834753,0.49040606871932174,0.42465224111282845,0.925771662328003
1.01,0.1864,,,,,
1.02,0.1603,,,,,
1.04,0.2123,,,,,
1.06,0.1427,,,,,
1.07,0.1594,,,,,
1.09,0.1744,,,,,
1.1,0.1674,,,,,
1.12,0.1862,,,,,
1.13,0.2047,,,,,
1.15,0.1627,,,,,
1.16,0.1684,,,,,
1.18,0.1651,,,,,
1.19,0.1566,,,,,
1.21,0.137,,,,,
1.22,0.1782,,,,,
1.24,0.2001,,,,,
1.25,0.1511,,,,,
1.27,0.1066,,,,,
1.28,0.1436,,,,,
1.3,0.1625,,,,,
1.32,0.1713,,,,,
1.33,0.1514,,,,,
1.35,0.1411,,,,,
1.36,0.1533,,,,,
1.38,0.177,,,,,
1.39,0.2002,,,,,
1.41,0.109,,,,,
1.42,0.1562,,,,,
1.44,0.16,,,,,
1.45,0.1578,,,,,
1.47,0.1646,,,,,
1.48,0.103,,,,,
1.5,0.1719,,,,,
1.51,0.1742,,,,,
1.53,0.1268,,,,,
1.54,0.1667,,,,,
1.56,0.1687,,,,,
1.58,0.1138,,,,,
1.59,0.1202,,,,,
1.61,0.145,,,,,
1.62,0.0791,,,,,
1.64,0.1607,,,,,
1.65,0.1751,,,,,
1.67,0.1165,,,,,
