entity,precision,recall,f1
aeroway,0.47619047619047616,0.5882352941176471,0.5263157894736842
amenity,0.3815789473684211,0.5132743362831859,0.4377358490566038
boundary,0.6660567246111619,0.713026444662096,0.6887417218543046
bridge,0.0,0.0,0.0
building,0.4878048780487805,0.4878048780487805,0.4878048780487805
healthcare,0.0,0.0,0.0
highway,0.5845588235294118,0.6680672268907563,0.6235294117647059
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.3125,0.22727272727272727,0.2631578947368421
leisure,0.37681159420289856,0.5777777777777777,0.45614035087719296
man_made,0.3333333333333333,0.2857142857142857,0.30769230769230765
natural,0.5423728813559322,0.6666666666666666,0.5981308411214954
office,0.14285714285714285,0.2,0.16666666666666666
place,0.3632075471698113,0.4652567975830816,0.40794701986754967
railway,0.6,0.3333333333333333,0.42857142857142855
shop,0.14285714285714285,0.16666666666666666,0.15384615384615383
tourism,0.15,0.2,0.17142857142857143
tunnel,0.0,0.0,0.0
waterway,0.6753246753246753,0.7222222222222222,0.6979865771812082
