epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.04,0.5001,,,,,
0.08,0.229,,,,,
0.13,0.1934,,,,,
0.17,0.1761,,,,,
0.21,0.1486,,,,,
0.25,0.1356,,,,,
0.3,0.1469,,,,,
0.34,0.1148,,,,,
0.38,0.1374,,,,,
0.42,0.1178,,,,,
0.47,0.1137,,,,,
0.51,0.1252,,,,,
0.55,0.1195,,,,,
0.59,0.1011,,,,,
0.64,0.0992,,,,,
0.68,0.1066,,,,,
0.72,0.1035,,,,,
0.76,0.1111,,,,,
0.81,0.1099,,,,,
0.85,0.1165,,,,,
0.89,0.0908,,,,,
0.93,0.1038,,,,,
0.98,0.1008,,,,,
1.0,,0.13095025718212128,0.5331010452961672,0.6253405994550408,0.5755485893416927,0.9513871327631089
1.02,0.105,,,,,
1.06,0.0614,,,,,
1.1,0.0859,,,,,
1.15,0.0569,,,,,
1.19,0.0688,,,,,
1.23,0.0597,,,,,
1.27,0.0715,,,,,
1.31,0.0795,,,,,
1.36,0.0697,,,,,
1.4,0.0656,,,,,
1.44,0.0712,,,,,
1.48,0.0665,,,,,
1.53,0.076,,,,,
1.57,0.0733,,,,,
1.61,0.0809,,,,,
1.65,0.0736,,,,,
1.7,0.0734,,,,,
1.74,0.0665,,,,,
1.78,0.0829,,,,,
1.82,0.067,,,,,
1.87,0.0696,,,,,
1.91,0.0663,,,,,
1.95,0.0634,,,,,
1.99,0.0784,,,,,
2.0,,0.12894758582115173,0.5752417794970986,0.6752951861943688,0.6212659285565072,0.9534101896615842
2.04,0.0574,,,,,
2.08,0.0533,,,,,
2.12,0.0582,,,,,
2.16,0.0429,,,,,
2.21,0.0449,,,,,
2.25,0.0462,,,,,
2.29,0.0485,,,,,
2.33,0.0431,,,,,
2.38,0.0501,,,,,
2.42,0.0476,,,,,
2.46,0.0473,,,,,
2.5,0.0425,,,,,
2.55,0.0604,,,,,
2.59,0.0387,,,,,
2.63,0.0455,,,,,
2.67,0.0575,,,,,
2.71,0.0374,,,,,
2.76,0.047,,,,,
2.8,0.0349,,,,,
2.84,0.0438,,,,,
2.88,0.0427,,,,,
2.93,0.0434,,,,,
2.97,0.0423,,,,,
3.0,,0.1334289163351059,0.6301703163017032,0.7057220708446866,0.665809768637532,0.9588545927854221
3.01,0.0334,,,,,
3.05,0.0312,,,,,
3.1,0.0262,,,,,
3.14,0.0283,,,,,
3.18,0.0321,,,,,
3.22,0.0238,,,,,
3.27,0.0352,,,,,
3.31,0.0316,,,,,
3.35,0.028,,,,,
3.39,0.0329,,,,,
3.44,0.0348,,,,,
3.48,0.0335,,,,,
3.52,0.0219,,,,,
3.56,0.0247,,,,,
3.61,0.0186,,,,,
3.65,0.0321,,,,,
3.69,0.0302,,,,,
3.73,0.0327,,,,,
3.78,0.0303,,,,,
3.82,0.0325,,,,,
3.86,0.0278,,,,,
3.9,0.0276,,,,,
3.94,0.0228,,,,,
3.99,0.0397,,,,,
4.0,,0.16648893058300018,0.6459412780656304,0.6793823796548593,0.6622399291722001,0.9583339531424321
4.03,0.0144,,,,,
4.07,0.02,,,,,
4.11,0.0167,,,,,
4.16,0.0241,,,,,
4.2,0.0189,,,,,
4.24,0.0181,,,,,
4.28,0.0263,,,,,
4.33,0.0175,,,,,
4.37,0.0169,,,,,
4.41,0.0207,,,,,
4.45,0.0149,,,,,
4.5,0.025,,,,,
4.54,0.0166,,,,,
4.58,0.0206,,,,,
4.62,0.0221,,,,,
4.67,0.0219,,,,,
4.71,0.0154,,,,,
4.75,0.0222,,,,,
4.79,0.0205,,,,,
4.84,0.0156,,,,,
4.88,0.0198,,,,,
4.92,0.015,,,,,
4.96,0.0329,,,,,
5.0,,0.17989689111709595,0.6341052631578947,0.6839237057220708,0.6580729735634695,0.9576943101524731
5.01,0.0214,,,,,
5.05,0.0177,,,,,
5.09,0.0147,,,,,
5.13,0.0154,,,,,
5.17,0.0131,,,,,
5.22,0.0112,,,,,
5.26,0.0138,,,,,
5.3,0.0116,,,,,
5.34,0.0137,,,,,
5.39,0.0172,,,,,
5.43,0.0109,,,,,
5.47,0.0206,,,,,
5.51,0.0128,,,,,
5.56,0.0149,,,,,
5.6,0.0119,,,,,
5.64,0.0137,,,,,
5.68,0.0101,,,,,
5.73,0.0152,,,,,
5.77,0.0132,,,,,
5.81,0.0124,,,,,
5.85,0.0135,,,,,
5.9,0.0142,,,,,
5.94,0.0139,,,,,
5.98,0.0138,,,,,
6.0,,0.20590882003307343,0.6579170194750211,0.7057220708446866,0.6809815950920245,0.9592859799181852
6.02,0.0063,,,,,
6.07,0.0111,,,,,
6.11,0.0091,,,,,
6.15,0.0071,,,,,
6.19,0.0112,,,,,
6.24,0.0099,,,,,
6.28,0.0054,,,,,
6.32,0.0059,,,,,
6.36,0.0086,,,,,
6.41,0.0063,,,,,
