entity,precision,recall,f1
aeroway,0.3125,0.45454545454545453,0.3703703703703703
amenity,0.3482142857142857,0.45348837209302323,0.39393939393939387
boundary,0.5975,0.6974708171206225,0.6436265709156194
bridge,0.0,0.0,0.0
building,0.5454545454545454,0.43902439024390244,0.48648648648648646
club,0.0,0.0,0.0
highway,0.6083032490974729,0.6948453608247422,0.6487006737247353
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.21428571428571427,0.17647058823529413,0.1935483870967742
leisure,0.3877551020408163,0.38,0.3838383838383838
man_made,0.3333333333333333,0.5,0.4
military,0.0,0.0,0.0
natural,0.5370370370370371,0.58,0.5576923076923077
office,0.0,0.0,0.0
place,0.35774647887323946,0.3713450292397661,0.3644189383070301
railway,0.14285714285714285,0.25,0.18181818181818182
shop,0.2222222222222222,0.3157894736842105,0.2608695652173913
tourism,0.13043478260869565,0.21428571428571427,0.16216216216216214
waterway,0.6153846153846154,0.7272727272727273,0.6666666666666667
