epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,688,0.13098368048667908,0.5322709163346614,0.6089334548769371,0.5680272108843537,0.9533116178067318
2.0,1377,0.13443796336650848,0.5701219512195121,0.6818596171376481,0.6210045662100456,0.9552484080171376
3.0,2066,0.14438281953334808,0.6012708498808578,0.6900638103919782,0.6426146010186757,0.958857880681985
4.0,2755,0.16329239308834076,0.6156925540432346,0.7010027347310848,0.6555839727195226,0.9586818088446752
5.0,3443,0.18953822553157806,0.6379585326953748,0.7292616226071102,0.6805614632071458,0.9597088945623148
6.0,4132,0.21765270829200745,0.6471061093247589,0.7338195077484048,0.6877402819307988,0.9588872259882032
7.0,4821,0.22870345413684845,0.6284584980237155,0.7247037374658158,0.6731583403895005,0.9602664553804618
8.0,5510,0.24822399020195007,0.6474464579901154,0.7164995442114859,0.6802250108178277,0.9615576488540658
9.0,6198,0.26858118176460266,0.6452991452991453,0.6882406563354604,0.6660785178650198,0.9593274055814772
10.0,6887,0.2875075042247772,0.6602830974188176,0.7228805834092981,0.6901653611836379,0.9614989582416292
11.0,7576,0.30511757731437683,0.6745562130177515,0.7274384685505926,0.7,0.9611761598732282
12.0,8265,0.32634660601615906,0.6768968456947997,0.723792160437557,0.6995594713656388,0.9625260439592687
13.0,8953,0.3095625936985016,0.6564885496183206,0.7055606198723792,0.680140597539543,0.9621739002846494
14.0,9642,0.31839412450790405,0.6805437553101105,0.7301731996353692,0.7044854881266491,0.9629368782463245
15.0,10331,0.3452555537223816,0.6694560669456067,0.7292616226071102,0.6980802792321117,0.9622619362033042
16.0,11020,0.33348986506462097,0.6683673469387755,0.7164995442114859,0.691597008358997,0.96267277049036
17.0,11708,0.3276704251766205,0.6764214046822743,0.7374658158614403,0.7056258177060619,0.9629662235525428
18.0,12397,0.33034056425094604,0.6793570219966159,0.731996353691887,0.7046950416849496,0.9625847345717052
19.0,13086,0.3369861841201782,0.6799660441426146,0.7301731996353692,0.7041758241758242,0.9626140798779236
19.98,13760,0.339820921421051,0.6851535836177475,0.731996353691887,0.7078007933010136,0.9628194970214514
