label,precision,recall,f1-score,support
location,0.687394247038917,0.7399817850637522,0.712719298245614,2196
micro avg,0.687394247038917,0.7399817850637522,0.712719298245614,2196
macro avg,0.687394247038917,0.7399817850637522,0.712719298245614,2196
weighted avg,0.687394247038917,0.7399817850637522,0.712719298245614,2196
