epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,1377,0.1259731501340866,0.5656275635767022,0.6222924187725631,0.5926085088096261,0.9558500556575108
2.0,2754,0.12188053131103516,0.6256370050960408,0.720216606498195,0.669603524229075,0.9601823159541503
3.0,4131,0.14707468450069427,0.6627615062761506,0.7148014440433214,0.687798523664785,0.9634916814585276
4.0,5509,0.161183163523674,0.6775544388609716,0.73014440433213,0.7028670721112077,0.9637474051565932
5.0,6886,0.1818687915802002,0.6870163370593293,0.7211191335740073,0.7036547776309996,0.9642137248413009
6.0,8263,0.18082264065742493,0.6891891891891891,0.7364620938628159,0.7120418848167538,0.9641084268479798
7.0,9640,0.1943952441215515,0.6808943089430894,0.7558664259927798,0.7164242942686058,0.9650260236469208
8.0,11018,0.23409578204154968,0.7121407121407122,0.7490974729241877,0.7301517484055422,0.9654622581906797
9.0,12395,0.24334347248077393,0.7022240527182867,0.769404332129964,0.7342807924203274,0.965883450163964
10.0,13772,0.25643178820610046,0.7088607594936709,0.7581227436823105,0.7326646314871348,0.965883450163964
11.0,15149,0.26536551117897034,0.7104810996563574,0.7463898916967509,0.7279929577464789,0.9648003850898041
12.0,16527,0.2744564414024353,0.7039059218815624,0.7563176895306859,0.7291711986077877,0.9655976413249496
13.0,17904,0.27093955874443054,0.7110552763819096,0.766245487364621,0.737619461337967,0.9657931947411174
14.0,19281,0.2822732627391815,0.7085572550640761,0.7734657039711191,0.7395900755124056,0.9649207256535997
15.0,20658,0.28661632537841797,0.7291399229781772,0.7689530685920578,0.7485174610147156,0.9669966003790728
16.0,22036,0.29059115052223206,0.7170283806343907,0.7752707581227437,0.7450130095403297,0.9664550678419929
17.0,23413,0.30264806747436523,0.7225725094577553,0.7757220216606499,0.7482045701849835,0.9668913023857517
18.0,24790,0.3147164583206177,0.7254653130287648,0.7739169675090253,0.7489082969432315,0.9671470260838172
19.0,26167,0.3177613317966461,0.7266156462585034,0.7712093862815884,0.7482486865148862,0.9672372815066639
20.0,27540,0.3213276267051697,0.7258064516129032,0.7716606498194946,0.748031496062992,0.9672523240771383
