entity,precision,recall,f1,support
aeroway,0.5,0.375,0.42857142857142855,8
amenity,0.288135593220339,0.4473684210526316,0.35051546391752586,38
boundary,0.6454545454545455,0.6647940074906367,0.6549815498154982,534
building,0.56,0.6666666666666666,0.6086956521739131,21
club,0.0,0.0,0.0,1
healthcare,0.0,0.0,0.0,1
highway,0.5364963503649635,0.5787401574803149,0.5568181818181818,254
landuse,0.125,0.25,0.16666666666666666,4
leisure,0.3125,0.47619047619047616,0.37735849056603776,21
man_made,0.0,0.0,0.0,1
natural,0.38461538461538464,0.47619047619047616,0.42553191489361697,21
office,0.0,0.0,0.0,5
place,0.3031674208144796,0.42948717948717946,0.35543766578249336,156
railway,0.3333333333333333,0.375,0.35294117647058826,8
shop,0.4,0.16666666666666666,0.23529411764705882,12
tourism,0.2857142857142857,0.2222222222222222,0.25,9
tunnel,0.0,0.0,0.0,1
waterway,0.7142857142857143,0.7894736842105263,0.7500000000000001,38
