entity,precision,recall,f1,support
aeroway,1.0,0.6666666666666666,0.8,6
amenity,0.3559322033898305,0.45652173913043476,0.39999999999999997,46
boundary,0.5902192242833052,0.68359375,0.6334841628959276,512
bridge,0.0,0.0,0.0,0
building,0.23529411764705882,0.4,0.29629629629629634,10
highway,0.5633802816901409,0.6083650190114068,0.5850091407678245,263
landuse,0.25,0.11764705882352941,0.15999999999999998,17
leisure,0.44,0.6470588235294118,0.5238095238095238,17
man_made,0.0,0.0,0.0,2
natural,0.3125,0.38461538461538464,0.3448275862068966,26
office,1.0,0.5,0.6666666666666666,2
place,0.2757009345794392,0.39864864864864863,0.3259668508287292,148
railway,0.5,0.3333333333333333,0.4,3
shop,0.14285714285714285,0.2,0.16666666666666666,5
tourism,0.3333333333333333,0.3333333333333333,0.3333333333333333,12
tunnel,0.0,0.0,0.0,1
waterway,0.6833333333333333,0.7321428571428571,0.706896551724138,56
