best_epoch_by_valid_f1_curve_only,best_valid_f1_from_curve_only,note,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
18.0,0.5349761526232115,No checkpoint saved. Final epoch model was evaluated.,1646.4851162433624,0.0007655810914002359,0.998497144574692,0.9987973541791942,0.9986472268149706,0.9999204557883329,0.4469378590583801,0.489067055393586,0.582971329278888,0.5319064605628221,0.9373099274336816,0.518974244594574,0.5072024260803639,0.5941385435168739,0.547239263803681,0.9333958440458546,0.5,0,110,3717,2230,743,744,0,2230
