epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,0.6845,,,,,
0.03,0.3275,,,,,
0.05,0.2179,,,,,
0.06,0.182,,,,,
0.08,0.1775,,,,,
0.09,0.1082,,,,,
0.11,0.1351,,,,,
0.12,0.1186,,,,,
0.14,0.1471,,,,,
0.15,0.1672,,,,,
0.17,0.1082,,,,,
0.18,0.1603,,,,,
0.2,0.1173,,,,,
0.21,0.1153,,,,,
0.23,0.1448,,,,,
0.24,0.1374,,,,,
0.26,0.1088,,,,,
0.28,0.0989,,,,,
0.29,0.1158,,,,,
0.31,0.1345,,,,,
0.32,0.1349,,,,,
0.34,0.1023,,,,,
0.35,0.101,,,,,
0.37,0.0895,,,,,
0.38,0.098,,,,,
0.4,0.0646,,,,,
0.41,0.1021,,,,,
0.43,0.1298,,,,,
0.44,0.1008,,,,,
0.46,0.1035,,,,,
0.47,0.1225,,,,,
0.49,0.0683,,,,,
0.5,0.0861,,,,,
0.52,0.1086,,,,,
0.54,0.1163,,,,,
0.55,0.0946,,,,,
0.57,0.1252,,,,,
0.58,0.0993,,,,,
0.6,0.1,,,,,
0.61,0.0837,,,,,
0.63,0.0971,,,,,
0.64,0.0802,,,,,
0.66,0.0973,,,,,
0.67,0.0804,,,,,
0.69,0.0803,,,,,
0.7,0.0973,,,,,
0.72,0.1103,,,,,
0.73,0.0916,,,,,
0.75,0.1048,,,,,
0.76,0.0719,,,,,
0.78,0.101,,,,,
0.8,0.0782,,,,,
0.81,0.071,,,,,
0.83,0.1093,,,,,
0.84,0.0844,,,,,
0.86,0.0816,,,,,
0.87,0.0777,,,,,
0.89,0.0581,,,,,
0.9,0.0492,,,,,
0.92,0.0763,,,,,
0.93,0.0779,,,,,
0.95,0.0971,,,,,
0.96,0.0602,,,,,
0.98,0.0614,,,,,
0.99,0.0758,,,,,
1.0,,0.1329963058233261,0.5743716522455706,0.6290613718411552,0.6004738315744129,0.953441234760675
1.01,0.0586,,,,,
1.02,0.064,,,,,
1.04,0.0547,,,,,
1.06,0.0877,,,,,
1.07,0.048,,,,,
1.09,0.0501,,,,,
1.1,0.0565,,,,,
1.12,0.0535,,,,,
1.13,0.0459,,,,,
1.15,0.0401,,,,,
1.16,0.0564,,,,,
1.18,0.0544,,,,,
1.19,0.0453,,,,,
1.21,0.0338,,,,,
1.22,0.0493,,,,,
1.24,0.0548,,,,,
1.25,0.0677,,,,,
1.27,0.052,,,,,
1.28,0.0563,,,,,
1.3,0.0609,,,,,
1.32,0.0489,,,,,
1.33,0.052,,,,,
1.35,0.0476,,,,,
1.36,0.0712,,,,,
1.38,0.09,,,,,
1.39,0.0617,,,,,
1.41,0.0601,,,,,
1.42,0.0383,,,,,
1.44,0.0498,,,,,
1.45,0.0572,,,,,
1.47,0.0472,,,,,
1.48,0.084,,,,,
1.5,0.0364,,,,,
1.51,0.0642,,,,,
1.53,0.0455,,,,,
1.54,0.0423,,,,,
1.56,0.0667,,,,,
1.58,0.0631,,,,,
1.59,0.0388,,,,,
1.61,0.053,,,,,
1.62,0.0484,,,,,
1.64,0.0531,,,,,
1.65,0.0505,,,,,
1.67,0.0553,,,,,
1.68,0.0466,,,,,
1.7,0.0769,,,,,
1.71,0.0308,,,,,
1.73,0.0615,,,,,
1.74,0.041,,,,,
1.76,0.0454,,,,,
1.77,0.0416,,,,,
1.79,0.0409,,,,,
1.8,0.0476,,,,,
1.82,0.0518,,,,,
1.84,0.0431,,,,,
1.85,0.0482,,,,,
1.87,0.1059,,,,,
1.88,0.0471,,,,,
1.9,0.0697,,,,,
1.91,0.0671,,,,,
1.93,0.0627,,,,,
1.94,0.0563,,,,,
1.96,0.0649,,,,,
1.97,0.0503,,,,,
1.99,0.048,,,,,
2.0,0.0429,0.14272204041481018,0.6325660699062233,0.6696750902527075,0.6505918456817185,0.9574800312293555
2.02,0.0325,,,,,
2.03,0.0204,,,,,
2.05,0.0259,,,,,
2.07,0.0736,,,,,
2.08,0.0485,,,,,
2.1,0.0234,,,,,
2.11,0.0282,,,,,
2.13,0.0365,,,,,
2.14,0.0289,,,,,
2.16,0.039,,,,,
2.17,0.0463,,,,,
2.19,0.03,,,,,
2.2,0.0272,,,,,
2.22,0.0338,,,,,
2.23,0.0328,,,,,
2.25,0.0226,,,,,
2.26,0.0363,,,,,
2.28,0.0365,,,,,
2.29,0.0402,,,,,
2.31,0.0281,,,,,
2.33,0.0149,,,,,
2.34,0.0384,,,,,
2.36,0.0458,,,,,
2.37,0.0231,,,,,
2.39,0.0223,,,,,
2.4,0.038,,,,,
2.42,0.0378,,,,,
2.43,0.0184,,,,,
2.45,0.0388,,,,,
2.46,0.0264,,,,,
2.48,0.0216,,,,,
2.49,0.048,,,,,
2.51,0.0705,,,,,
2.52,0.0395,,,,,
2.54,0.0333,,,,,
2.55,0.0282,,,,,
2.57,0.0272,,,,,
2.59,0.035,,,,,
2.6,0.0295,,,,,
2.62,0.0519,,,,,
2.63,0.0198,,,,,
2.65,0.0335,,,,,
2.66,0.0119,,,,,
2.68,0.0381,,,,,
2.69,0.0296,,,,,
2.71,0.0215,,,,,
2.72,0.0436,,,,,
2.74,0.027,,,,,
2.75,0.0219,,,,,
2.77,0.0322,,,,,
2.78,0.0211,,,,,
2.8,0.0258,,,,,
2.81,0.0214,,,,,
2.83,0.0308,,,,,
2.85,0.0325,,,,,
2.86,0.0337,,,,,
2.88,0.0312,,,,,
2.89,0.0212,,,,,
2.91,0.0274,,,,,
2.92,0.0445,,,,,
2.94,0.0393,,,,,
2.95,0.0377,,,,,
2.97,0.024,,,,,
2.98,0.0423,,,,,
3.0,0.0559,0.14518584311008453,0.6336633663366337,0.6931407942238267,0.6620689655172414,0.9593267671611314
3.01,0.0132,,,,,
3.03,0.0129,,,,,
3.04,0.025,,,,,
3.06,0.0111,,,,,
3.07,0.0156,,,,,
3.09,0.0105,,,,,
3.11,0.0246,,,,,
3.12,0.04,,,,,
3.14,0.0137,,,,,
3.15,0.0189,,,,,
3.17,0.009,,,,,
3.18,0.0149,,,,,
3.2,0.0137,,,,,
3.21,0.0152,,,,,
3.23,0.0337,,,,,
3.24,0.0284,,,,,
3.26,0.0216,,,,,
3.27,0.0245,,,,,
3.29,0.0093,,,,,
3.3,0.008,,,,,
3.32,0.0246,,,,,
3.33,0.0385,,,,,
3.35,0.0164,,,,,
3.37,0.0096,,,,,
3.38,0.0187,,,,,
3.4,0.0195,,,,,
3.41,0.0214,,,,,
3.43,0.0272,,,,,
3.44,0.024,,,,,
3.46,0.0122,,,,,
3.47,0.0099,,,,,
3.49,0.0207,,,,,
3.5,0.016,,,,,
3.52,0.008,,,,,
3.53,0.0221,,,,,
3.55,0.0196,,,,,
3.56,0.0329,,,,,
3.58,0.0113,,,,,
3.59,0.0238,,,,,
3.61,0.0281,,,,,
3.63,0.0176,,,,,
3.64,0.035,,,,,
3.66,0.0332,,,,,
3.67,0.0195,,,,,
3.69,0.0235,,,,,
3.7,0.0101,,,,,
3.72,0.0226,,,,,
3.73,0.0097,,,,,
3.75,0.0228,,,,,
3.76,0.0144,,,,,
3.78,0.0236,,,,,
3.79,0.0082,,,,,
3.81,0.058,,,,,
3.82,0.0405,,,,,
3.84,0.0153,,,,,
3.85,0.0129,,,,,
3.87,0.0147,,,,,
3.89,0.0196,,,,,
3.9,0.0341,,,,,
3.92,0.0108,,,,,
3.93,0.0275,,,,,
3.95,0.0078,,,,,
3.96,0.0478,,,,,
3.98,0.0153,,,,,
3.99,0.0156,,,,,
4.0,,0.19653715193271637,0.6552020636285468,0.6877256317689531,0.6710700132100396,0.9573599183232239
4.01,0.0159,,,,,
4.02,0.0094,,,,,
4.04,0.0191,,,,,
4.05,0.0055,,,,,
4.07,0.0077,,,,,
4.08,0.0086,,,,,
4.1,0.0409,,,,,
4.11,0.0245,,,,,
4.13,0.0282,,,,,
4.15,0.0045,,,,,
4.16,0.0104,,,,,
4.18,0.0214,,,,,
4.19,0.0135,,,,,
4.21,0.0142,,,,,
4.22,0.0149,,,,,
4.24,0.0176,,,,,
4.25,0.0205,,,,,
4.27,0.0075,,,,,
4.28,0.0089,,,,,
4.3,0.0094,,,,,
4.31,0.0119,,,,,
4.33,0.0158,,,,,
4.34,0.0257,,,,,
4.36,0.0091,,,,,
4.37,0.0104,,,,,
4.39,0.0081,,,,,
4.41,0.014,,,,,
4.42,0.0104,,,,,
4.44,0.0079,,,,,
4.45,0.0077,,,,,
4.47,0.0125,,,,,
4.48,0.0218,,,,,
4.5,0.0074,,,,,
4.51,0.0092,,,,,
4.53,0.0143,,,,,
4.54,0.0072,,,,,
4.56,0.0083,,,,,
4.57,0.0163,,,,,
4.59,0.01,,,,,
4.6,0.0117,,,,,
4.62,0.0213,,,,,
4.63,0.0172,,,,,
4.65,0.0082,,,,,
4.67,0.0103,,,,,
4.68,0.0074,,,,,
4.7,0.0119,,,,,
4.71,0.008,,,,,
4.73,0.0082,,,,,
4.74,0.0072,,,,,
4.76,0.0081,,,,,
4.77,0.016,,,,,
4.79,0.039,,,,,
4.8,0.0096,,,,,
4.82,0.0104,,,,,
4.83,0.0147,,,,,
4.85,0.0179,,,,,
4.86,0.0132,,,,,
4.88,0.0084,,,,,
4.89,0.006,,,,,
4.91,0.0125,,,,,
4.93,0.0108,,,,,
4.94,0.0272,,,,,
4.96,0.0172,,,,,
4.97,0.0051,,,,,
4.99,0.0061,,,,,
