entity,precision,recall,f1
aeroway,0.45,0.5294117647058824,0.48648648648648646
amenity,0.36774193548387096,0.504424778761062,0.4253731343283582
boundary,0.6486972147349506,0.7071498530852106,0.676663542642924
bridge,0.0,0.0,0.0
building,0.4,0.3902439024390244,0.39506172839506176
healthcare,0.0,0.0,0.0
highway,0.5981308411214953,0.6722689075630253,0.6330365974282889
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.21739130434782608,0.22727272727272727,0.22222222222222224
leisure,0.36,0.627906976744186,0.4576271186440678
man_made,0.14285714285714285,0.14285714285714285,0.14285714285714285
natural,0.627906976744186,0.5625,0.5934065934065934
office,0.0,0.0,0.0
place,0.3577981651376147,0.47129909365558914,0.4067796610169492
railway,0.25,0.3333333333333333,0.28571428571428575
shop,0.2,0.3333333333333333,0.25
tourism,0.20833333333333334,0.3333333333333333,0.25641025641025644
tunnel,0.0,0.0,0.0
waterway,0.5894736842105263,0.7777777777777778,0.6706586826347305
