entity,precision,recall,f1,support
aeroway,0.5714285714285714,0.36363636363636365,0.4444444444444444,11
amenity,0.38095238095238093,0.46153846153846156,0.4173913043478261,52
boundary,0.6156716417910447,0.66,0.637065637065637,500
building,0.6153846153846154,0.5333333333333333,0.5714285714285715,15
club,0.0,0.0,0.0,1
highway,0.5148514851485149,0.6265060240963856,0.5652173913043479,249
junction,0.0,0.0,0.0,1
landuse,0.5,0.5714285714285714,0.5333333333333333,7
leisure,0.4166666666666667,0.6666666666666666,0.5128205128205129,15
man_made,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
natural,0.625,0.6896551724137931,0.6557377049180328,29
office,0.0,0.0,0.0,1
place,0.31443298969072164,0.37423312883435583,0.3417366946778711,163
railway,0.6666666666666666,0.6666666666666666,0.6666666666666666,3
shop,0.125,0.125,0.125,8
tourism,0.4,0.3333333333333333,0.3636363636363636,6
waterway,0.5625,0.7105263157894737,0.627906976744186,38
