entity,precision,recall,f1,support
aeroway,0.25,0.25,0.25,4
amenity,0.3225806451612903,0.4444444444444444,0.3738317757009346,45
boundary,0.6479400749063671,0.67578125,0.6615678776290631,512
bridge,0.0,0.0,0.0,3
building,0.5,0.46153846153846156,0.48000000000000004,13
highway,0.6236933797909407,0.7019607843137254,0.6605166051660517,255
historic,0.0,0.0,0.0,1
junction,0.0,0.0,0.0,1
landuse,0.14285714285714285,0.14285714285714285,0.14285714285714285,7
leisure,0.41379310344827586,0.5454545454545454,0.47058823529411764,22
man_made,0.5,0.5,0.5,2
natural,0.45454545454545453,0.5,0.47619047619047616,30
office,0.0,0.0,0.0,2
place,0.3059360730593607,0.41875,0.35356200527704484,160
railway,0.75,0.75,0.75,4
shop,0.2,0.2,0.20000000000000004,5
tourism,0.0,0.0,0.0,4
waterway,0.6136363636363636,0.7105263157894737,0.6585365853658537,38
