entity,precision,recall,f1,support
aeroway,0.4444444444444444,0.4,0.4210526315789474,10
amenity,0.3333333333333333,0.3225806451612903,0.32786885245901637,62
boundary,0.5637931034482758,0.655310621242485,0.6061167747914736,499
bridge,0.0,0.0,0.0,0
building,0.3695652173913043,0.6296296296296297,0.4657534246575342,27
healthcare,0.0,0.0,0.0,1
highway,0.5412186379928315,0.592156862745098,0.5655430711610486,255
historic,0.0,0.0,0.0,1
landuse,0.2222222222222222,0.2222222222222222,0.2222222222222222,9
leisure,0.30303030303030304,0.5882352941176471,0.39999999999999997,17
man_made,0.0,0.0,0.0,0
military,0.0,0.0,0.0,1
natural,0.5555555555555556,0.5555555555555556,0.5555555555555556,36
office,0.0,0.0,0.0,2
place,0.2722772277227723,0.3767123287671233,0.31609195402298856,146
railway,0.375,1.0,0.5454545454545454,3
shop,0.6,0.6,0.6,10
tourism,0.2727272727272727,0.3333333333333333,0.3,9
tunnel,0.0,0.0,0.0,1
waterway,0.6938775510204082,0.723404255319149,0.7083333333333333,47
