label,precision,recall,f1-score,support
location,0.6491525423728813,0.7125581395348837,0.679379157427938,1075
micro avg,0.6491525423728813,0.7125581395348837,0.679379157427938,1075
macro avg,0.6491525423728813,0.7125581395348837,0.679379157427938,1075
weighted avg,0.6491525423728813,0.7125581395348837,0.679379157427938,1075
