entity,precision,recall,f1,support
aeroway,0.3333333333333333,0.38461538461538464,0.3571428571428571,13
amenity,0.39072847682119205,0.49166666666666664,0.4354243542435424,120
boundary,0.6861244019138756,0.7271805273833671,0.7060561299852289,986
bridge,0.0,0.0,0.0,1
building,0.42105263157894735,0.48484848484848486,0.4507042253521127,33
club,0.0,0.0,0.0,0
highway,0.6074450084602369,0.6984435797665369,0.6497737556561085,514
historic,0.0,0.0,0.0,2
junction,0.0,0.0,0.0,1
landuse,0.7142857142857143,0.18518518518518517,0.2941176470588235,27
leisure,0.4166666666666667,0.6451612903225806,0.5063291139240507,31
man_made,0.2857142857142857,0.6666666666666666,0.4,3
military,0.0,0.0,0.0,0
natural,0.5510204081632653,0.5625,0.5567010309278351,48
office,0.4,0.4,0.4000000000000001,10
place,0.3944020356234097,0.5326460481099656,0.45321637426900585,291
railway,0.4,0.4,0.4000000000000001,10
shop,0.21739130434782608,0.5555555555555556,0.3125,9
tourism,0.21052631578947367,0.3076923076923077,0.25,13
tunnel,0.0,0.0,0.0,1
waterway,0.6888888888888889,0.7209302325581395,0.7045454545454545,86
