best_epoch,best_checkpoint,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
17.0,D:/Jessy/similar/runs_ratio_exp\DLR_50_SYN_30_seed11\checkpoint-5652,1218.862951040268,0.0008126854663714767,0.9963596074707186,0.9974647440976073,0.996911869506691,0.9998285527252324,0.46950697898864746,0.5072115384615384,0.5850277264325323,0.5433476394849784,0.9347334602570204,0.4689270257949829,0.47915027537372146,0.5496389891696751,0.5119798234552333,0.9344573807082102,0.5,0.3,11,3717,2230,743,744,3084,5314
