epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.06,1.6501,,,,,
0.12,0.5943,,,,,
0.18,0.4593,,,,,
0.24,0.3716,,,,,
0.3,0.3589,,,,,
0.36,0.3092,,,,,
0.42,0.3037,,,,,
0.48,0.3254,,,,,
0.54,0.2706,,,,,
0.6,0.3164,,,,,
0.66,0.2573,,,,,
0.72,0.282,,,,,
0.78,0.2887,,,,,
0.84,0.2671,,,,,
0.9,0.2417,,,,,
0.96,0.2669,,,,,
1.0,,0.30960893630981445,0.30367647058823527,0.38170055452865065,0.3382473382473382,0.911976439790576
1.02,0.2249,,,,,
1.08,0.1956,,,,,
1.14,0.2194,,,,,
1.2,0.2055,,,,,
1.26,0.193,,,,,
1.32,0.1543,,,,,
1.38,0.2173,,,,,
1.44,0.2074,,,,,
1.5,0.1799,,,,,
1.56,0.1849,,,,,
1.62,0.1681,,,,,
1.68,0.1833,,,,,
1.74,0.1416,,,,,
1.8,0.1853,,,,,
1.86,0.1786,,,,,
1.92,0.1902,,,,,
1.98,0.1838,,,,,
2.0,,0.2774744927883148,0.3518258426966292,0.4630314232902033,0.3998403830806065,0.9255414088529271
2.05,0.1394,,,,,
2.11,0.1329,,,,,
2.17,0.1334,,,,,
2.23,0.1182,,,,,
2.29,0.1391,,,,,
2.35,0.1596,,,,,
2.41,0.1398,,,,,
2.47,0.1327,,,,,
2.53,0.1376,,,,,
2.59,0.1444,,,,,
2.65,0.1246,,,,,
2.71,0.1359,,,,,
2.77,0.1266,,,,,
2.83,0.1371,,,,,
2.89,0.1348,,,,,
2.95,0.1335,,,,,
3.0,,0.29052552580833435,0.37352737352737353,0.49815157116451014,0.4269306930693069,0.9281592099000476
3.01,0.1349,,,,,
3.07,0.1093,,,,,
3.13,0.0966,,,,,
3.19,0.1034,,,,,
3.25,0.0887,,,,,
3.31,0.1074,,,,,
3.37,0.1074,,,,,
3.43,0.0896,,,,,
3.49,0.1026,,,,,
3.55,0.0996,,,,,
3.61,0.0887,,,,,
3.67,0.0955,,,,,
3.73,0.0959,,,,,
3.79,0.1019,,,,,
3.85,0.0895,,,,,
3.91,0.0923,,,,,
3.97,0.0683,,,,,
4.0,,0.3010363280773163,0.4363207547169811,0.5129390018484289,0.47153780798640615,0.9316991908614946
4.03,0.0694,,,,,
4.09,0.0742,,,,,
4.15,0.0703,,,,,
4.21,0.0648,,,,,
4.27,0.0624,,,,,
4.33,0.0792,,,,,
4.39,0.064,,,,,
4.45,0.0587,,,,,
4.51,0.0709,,,,,
4.57,0.0763,,,,,
4.63,0.0744,,,,,
4.69,0.0843,,,,,
4.75,0.0646,,,,,
4.81,0.0844,,,,,
4.87,0.0767,,,,,
4.93,0.0698,,,,,
4.99,0.0678,,,,,
5.0,,0.30659306049346924,0.425,0.5341959334565619,0.4733824733824734,0.9301225606853879
5.05,0.0502,,,,,
5.11,0.0527,,,,,
5.17,0.049,,,,,
5.23,0.0366,,,,,
5.29,0.0484,,,,,
5.35,0.0655,,,,,
5.41,0.0527,,,,,
5.47,0.0565,,,,,
5.53,0.0524,,,,,
5.59,0.05,,,,,
5.65,0.0395,,,,,
5.71,0.0459,,,,,
5.77,0.0619,,,,,
5.83,0.0546,,,,,
5.89,0.0554,,,,,
5.95,0.0377,,,,,
6.0,,0.3364675045013428,0.46318289786223277,0.5406654343807763,0.4989339019189765,0.9336030461684912
6.02,0.0392,,,,,
6.08,0.0326,,,,,
6.14,0.0364,,,,,
6.2,0.0413,,,,,
6.26,0.0385,,,,,
6.32,0.0357,,,,,
6.38,0.0283,,,,,
6.44,0.0346,,,,,
6.5,0.0278,,,,,
6.56,0.0367,,,,,
6.62,0.0333,,,,,
6.68,0.0339,,,,,
6.74,0.0311,,,,,
6.8,0.0356,,,,,
6.86,0.0447,,,,,
6.92,0.0431,,,,,
6.98,0.0422,,,,,
7.0,,0.34726682305336,0.45420136260408783,0.5545286506469501,0.49937578027465673,0.9305687767729652
7.04,0.0225,,,,,
7.1,0.0284,,,,,
7.16,0.021,,,,,
7.22,0.0273,,,,,
7.28,0.02,,,,,
7.34,0.0232,,,,,
7.4,0.0217,,,,,
7.46,0.0268,,,,,
7.52,0.0299,,,,,
7.58,0.0327,,,,,
7.64,0.0264,,,,,
7.7,0.0199,,,,,
7.76,0.0344,,,,,
7.82,0.0271,,,,,
7.88,0.0273,,,,,
7.94,0.0309,,,,,
8.0,0.0249,0.37241673469543457,0.47874015748031495,0.5619223659889094,0.5170068027210885,0.933811280342694
8.06,0.0223,,,,,
8.12,0.014,,,,,
8.18,0.02,,,,,
8.24,0.0195,,,,,
8.3,0.0164,,,,,
8.36,0.0179,,,,,
8.42,0.0232,,,,,
8.48,0.0217,,,,,
8.54,0.014,,,,,
8.6,0.018,,,,,
8.66,0.0157,,,,,
8.72,0.0233,,,,,
8.78,0.0183,,,,,
8.84,0.0234,,,,,
8.9,0.0238,,,,,
8.96,0.0172,,,,,
9.0,,0.3778812289237976,0.4876237623762376,0.5462107208872459,0.5152571926765475,0.9344062351261304
9.02,0.0202,,,,,
9.08,0.0162,,,,,
9.14,0.0123,,,,,
9.2,0.0131,,,,,
9.26,0.0144,,,,,
9.32,0.0192,,,,,
9.38,0.0167,,,,,
9.44,0.0155,,,,,
9.5,0.0145,,,,,
9.56,0.0148,,,,,
9.62,0.0094,,,,,
9.68,0.0173,,,,,
9.74,0.0167,,,,,
9.8,0.0135,,,,,
9.86,0.0163,,,,,
9.92,0.0088,,,,,
9.98,0.0113,,,,,
10.0,,0.41136470437049866,0.4894283476898982,0.577634011090573,0.5298855447223401,0.9335732984293194
10.05,0.0119,,,,,
10.11,0.0123,,,,,
10.17,0.0102,,,,,
10.23,0.0172,,,,,
10.29,0.0174,,,,,
10.35,0.0135,,,,,
10.41,0.0076,,,,,
10.47,0.0091,,,,,
10.53,0.008,,,,,
10.59,0.0119,,,,,
10.65,0.0094,,,,,
10.71,0.0139,,,,,
10.77,0.0092,,,,,
10.83,0.0114,,,,,
10.89,0.0068,,,,,
10.95,0.0091,,,,,
11.0,,0.4141826331615448,0.4766355140186916,0.5656192236598891,0.5173288250211328,0.9334245597334603
11.01,0.0125,,,,,
11.07,0.009,,,,,
11.13,0.007,,,,,
11.19,0.0066,,,,,
11.25,0.0057,,,,,
11.31,0.01,,,,,
11.37,0.0073,,,,,
11.43,0.0113,,,,,
11.49,0.0085,,,,,
11.55,0.0108,,,,,
11.61,0.0075,,,,,
11.67,0.0074,,,,,
11.73,0.0076,,,,,
11.79,0.0079,,,,,
11.85,0.0076,,,,,
11.91,0.0092,,,,,
11.97,0.0118,,,,,
12.0,,0.4281364977359772,0.4787556904400607,0.5831792975970426,0.5258333333333334,0.9332163255592575
12.03,0.0056,,,,,
12.09,0.0067,,,,,
12.15,0.0052,,,,,
12.21,0.0055,,,,,
12.27,0.0057,,,,,
12.33,0.0105,,,,,
12.39,0.0052,,,,,
12.45,0.007,,,,,
12.51,0.0054,,,,,
12.57,0.006,,,,,
12.63,0.0075,,,,,
12.69,0.0077,,,,,
12.75,0.0081,,,,,
12.81,0.0042,,,,,
12.87,0.007,,,,,
12.93,0.0073,,,,,
12.99,0.0065,,,,,
13.0,,0.4465789496898651,0.4988009592326139,0.5767097966728281,0.5349335619374196,0.9347334602570204
13.05,0.0054,,,,,
13.11,0.0048,,,,,
13.17,0.0074,,,,,
13.23,0.0033,,,,,
13.29,0.0041,,,,,
13.35,0.0054,,,,,
13.41,0.007,,,,,
13.47,0.0059,,,,,
13.53,0.0063,,,,,
13.59,0.0069,,,,,
13.65,0.0042,,,,,
13.71,0.0039,,,,,
13.77,0.0046,,,,,
13.83,0.0031,,,,,
13.89,0.0073,,,,,
13.95,0.0075,,,,,
14.0,,0.46416476368904114,0.5194915254237288,0.566543438077634,0.541998231653404,0.9359828653022371
14.02,0.0085,,,,,
14.08,0.0053,,,,,
14.14,0.0067,,,,,
14.2,0.0042,,,,,
14.26,0.0039,,,,,
14.32,0.0046,,,,,
14.38,0.0045,,,,,
14.44,0.0043,,,,,
14.5,0.0047,,,,,
14.56,0.0059,,,,,
14.62,0.0092,,,,,
14.68,0.0034,,,,,
14.74,0.0036,,,,,
14.8,0.0025,,,,,
14.86,0.0058,,,,,
14.92,0.0025,,,,,
14.98,0.0054,,,,,
15.0,,0.4485556483268738,0.49059561128526646,0.5785582255083179,0.5309584393553859,0.9347037125178487
15.04,0.002,,,,,
15.1,0.0033,,,,,
15.16,0.0033,,,,,
15.22,0.0038,,,,,
15.28,0.0027,,,,,
15.34,0.0034,,,,,
15.4,0.0032,,,,,
15.46,0.003,,,,,
15.52,0.0025,,,,,
15.58,0.0046,,,,,
15.64,0.0037,,,,,
15.7,0.0049,,,,,
15.76,0.0029,,,,,
15.82,0.0043,,,,,
15.88,0.0044,,,,,
15.94,0.0063,,,,,
16.0,0.0027,0.46918073296546936,0.49037721324095457,0.588724584103512,0.5350692986140277,0.9327701094716802
16.06,0.0029,,,,,
16.12,0.0025,,,,,
16.18,0.0041,,,,,
16.24,0.0021,,,,,
16.3,0.0037,,,,,
16.36,0.0024,,,,,
16.42,0.0029,,,,,
16.48,0.0027,,,,,
16.54,0.0036,,,,,
16.6,0.005,,,,,
16.66,0.0044,,,,,
16.72,0.0025,,,,,
16.78,0.0033,,,,,
16.84,0.0027,,,,,
16.9,0.0031,,,,,
16.96,0.0049,,,,,
17.0,,0.46950697898864746,0.5072115384615384,0.5850277264325323,0.5433476394849784,0.9347334602570204
17.02,0.0035,,,,,
17.08,0.0032,,,,,
17.14,0.0022,,,,,
17.2,0.0011,,,,,
17.26,0.0015,,,,,
17.32,0.0018,,,,,
17.38,0.0035,,,,,
17.44,0.0028,,,,,
17.5,0.0016,,,,,
17.56,0.0019,,,,,
17.62,0.0039,,,,,
17.68,0.0018,,,,,
17.74,0.0051,,,,,
17.8,0.0031,,,,,
17.86,0.0043,,,,,
17.92,0.0031,,,,,
17.98,0.0038,,,,,
18.0,,0.4770103693008423,0.5003958828186856,0.5841035120147874,0.5390191897654584,0.9347929557353641
18.05,0.0027,,,,,
18.11,0.0031,,,,,
18.17,0.0021,,,,,
18.23,0.0021,,,,,
18.29,0.0024,,,,,
18.35,0.0021,,,,,
18.41,0.0014,,,,,
18.47,0.0015,,,,,
18.53,0.0023,,,,,
18.59,0.0023,,,,,
18.65,0.0017,,,,,
18.71,0.0033,,,,,
18.77,0.0038,,,,,
18.83,0.0014,,,,,
18.89,0.0025,,,,,
18.95,0.003,,,,,
19.0,,0.4809879958629608,0.4926070038910506,0.5850277264325323,0.5348542458808618,0.9342277486910995
19.01,0.0021,,,,,
19.07,0.0022,,,,,
19.13,0.0023,,,,,
19.19,0.0035,,,,,
19.25,0.002,,,,,
19.31,0.0018,,,,,
19.37,0.0019,,,,,
19.43,0.0017,,,,,
19.49,0.0033,,,,,
19.55,0.002,,,,,
19.61,0.0019,,,,,
19.67,0.0017,,,,,
19.73,0.0024,,,,,
19.79,0.0022,,,,,
19.85,0.0013,,,,,
19.91,0.0017,,,,,
19.97,0.0019,0.4823138415813446,0.4957064793130367,0.5868761552680222,0.5374523910283538,0.9345549738219895
