entity,precision,recall,f1,support
aeroway,0.4,0.4,0.4000000000000001,10
amenity,0.35384615384615387,0.3709677419354839,0.36220472440944884,62
boundary,0.5955473098330241,0.6432865731462926,0.6184971098265896,499
bridge,0.0,0.0,0.0,0
building,0.45714285714285713,0.5925925925925926,0.5161290322580645,27
healthcare,0.0,0.0,0.0,1
highway,0.554006968641115,0.6235294117647059,0.5867158671586715,255
historic,0.0,0.0,0.0,1
landuse,0.125,0.1111111111111111,0.11764705882352941,9
leisure,0.3076923076923077,0.47058823529411764,0.372093023255814,17
man_made,0.0,0.0,0.0,0
military,0.0,0.0,0.0,1
natural,0.4722222222222222,0.4722222222222222,0.4722222222222222,36
office,0.0,0.0,0.0,2
place,0.2803738317757009,0.410958904109589,0.33333333333333337,146
railway,0.5,0.6666666666666666,0.5714285714285715,3
shop,0.2,0.3,0.24,10
tourism,0.625,0.5555555555555556,0.5882352941176471,9
tunnel,0.0,0.0,0.0,1
waterway,0.7083333333333334,0.723404255319149,0.7157894736842105,47
