epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.06,0.4613,,,,,
0.12,0.2054,,,,,
0.18,0.1638,,,,,
0.24,0.1359,,,,,
0.3,0.121,,,,,
0.36,0.0964,,,,,
0.42,0.1113,,,,,
0.48,0.1212,,,,,
0.54,0.1024,,,,,
0.6,0.1061,,,,,
0.66,0.0991,,,,,
0.72,0.1151,,,,,
0.78,0.1206,,,,,
0.84,0.1045,,,,,
0.9,0.0963,,,,,
0.96,0.1036,,,,,
1.0,,0.15066620707511902,0.4868827160493827,0.5930451127819549,0.5347457627118645,0.9452046644455021
1.02,0.0897,,,,,
1.08,0.0696,,,,,
1.14,0.0714,,,,,
1.2,0.0542,,,,,
1.26,0.0578,,,,,
1.32,0.0495,,,,,
1.38,0.0882,,,,,
1.44,0.0721,,,,,
1.5,0.0618,,,,,
1.56,0.0721,,,,,
1.62,0.0583,,,,,
1.68,0.0669,,,,,
1.74,0.0578,,,,,
1.8,0.0741,,,,,
1.86,0.0715,,,,,
1.92,0.0531,,,,,
1.98,0.0688,,,,,
2.0,,0.14856907725334167,0.5435855263157895,0.6212406015037594,0.5798245614035088,0.9490718705378391
2.05,0.0405,,,,,
2.11,0.0359,,,,,
2.17,0.038,,,,,
2.23,0.0423,,,,,
2.29,0.0444,,,,,
2.35,0.047,,,,,
2.41,0.0463,,,,,
2.47,0.0416,,,,,
2.53,0.0406,,,,,
2.59,0.0445,,,,,
2.65,0.0377,,,,,
2.71,0.036,,,,,
2.77,0.0399,,,,,
2.83,0.0444,,,,,
2.89,0.0529,,,,,
2.95,0.0461,,,,,
3.0,,0.18001699447631836,0.5898100172711571,0.6419172932330827,0.6147614761476147,0.9506187529747739
3.01,0.0451,,,,,
3.07,0.0283,,,,,
3.13,0.0244,,,,,
3.19,0.0262,,,,,
3.25,0.0292,,,,,
3.31,0.026,,,,,
3.37,0.02,,,,,
3.43,0.0268,,,,,
3.49,0.0303,,,,,
3.55,0.0216,,,,,
3.61,0.0256,,,,,
3.67,0.0263,,,,,
3.73,0.0167,,,,,
3.79,0.0302,,,,,
3.85,0.0232,,,,,
3.91,0.0256,,,,,
3.97,0.0206,,,,,
4.0,,0.19015102088451385,0.6259808195292066,0.674812030075188,0.6494798733604703,0.9543372203712518
4.03,0.0188,,,,,
4.09,0.0145,,,,,
4.15,0.0132,,,,,
4.21,0.0155,,,,,
4.27,0.0159,,,,,
4.33,0.0188,,,,,
4.39,0.0132,,,,,
4.45,0.0154,,,,,
4.51,0.0207,,,,,
4.57,0.017,,,,,
4.63,0.017,,,,,
4.69,0.0203,,,,,
4.75,0.0113,,,,,
4.81,0.015,,,,,
4.87,0.022,,,,,
4.93,0.015,,,,,
4.99,0.0152,,,,,
5.0,,0.22182266414165497,0.6350877192982456,0.6804511278195489,0.6569872958257713,0.9523441218467397
5.05,0.0181,,,,,
5.11,0.0081,,,,,
5.17,0.0083,,,,,
5.23,0.008,,,,,
5.29,0.0085,,,,,
5.35,0.0117,,,,,
5.41,0.0123,,,,,
5.47,0.012,,,,,
5.53,0.0094,,,,,
5.59,0.0076,,,,,
5.65,0.0068,,,,,
5.71,0.0062,,,,,
5.77,0.0117,,,,,
5.83,0.0146,,,,,
5.89,0.0059,,,,,
5.95,0.0134,,,,,
6.0,,0.24200184643268585,0.6149012567324955,0.643796992481203,0.6290174471992654,0.9513624464540695
6.02,0.0115,,,,,
6.08,0.0096,,,,,
6.14,0.0073,,,,,
6.2,0.0058,,,,,
6.26,0.0077,,,,,
6.32,0.0067,,,,,
6.38,0.0052,,,,,
6.44,0.006,,,,,
6.5,0.0041,,,,,
