epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
5.3,0.0384,,,,,
5.33,0.0375,,,,,
5.37,0.0307,,,,,
5.41,0.0348,,,,,
5.45,0.0479,,,,,
5.49,0.0299,,,,,
5.52,0.0292,,,,,
5.56,0.0312,,,,,
5.6,0.0267,,,,,
5.64,0.0278,,,,,
5.68,0.04,,,,,
5.71,0.0466,,,,,
5.75,0.033,,,,,
5.79,0.0262,,,,,
5.83,0.039,,,,,
5.87,0.0395,,,,,
5.9,0.0407,,,,,
5.94,0.0405,,,,,
5.98,0.0339,,,,,
6.0,,0.3332105875015259,0.44798785117691725,0.5184534270650264,0.48065173116089616,0.9318477361390235
6.02,0.0195,,,,,
6.06,0.0176,,,,,
6.1,0.0146,,,,,
6.13,0.0212,,,,,
6.17,0.0222,,,,,
6.21,0.0179,,,,,
6.25,0.0298,,,,,
6.29,0.0294,,,,,
6.32,0.0285,,,,,
6.36,0.0179,,,,,
6.4,0.0278,,,,,
6.44,0.0338,,,,,
6.48,0.0201,,,,,
6.51,0.0256,,,,,
6.55,0.0205,,,,,
6.59,0.0282,,,,,
6.63,0.0249,,,,,
6.67,0.029,,,,,
6.7,0.0204,,,,,
6.74,0.0167,,,,,
6.78,0.023,,,,,
6.82,0.0212,,,,,
6.86,0.0214,,,,,
6.9,0.0272,,,,,
6.93,0.0321,,,,,
6.97,0.0247,,,,,
7.0,,0.36200112104415894,0.4573758339510749,0.5421792618629174,0.4961801367108967,0.9300449225676793
7.01,0.0291,,,,,
7.05,0.0201,,,,,
7.09,0.016,,,,,
7.12,0.0255,,,,,
7.16,0.0221,,,,,
7.2,0.0251,,,,,
7.24,0.0162,,,,,
7.28,0.0165,,,,,
7.31,0.0165,,,,,
7.35,0.0179,,,,,
7.39,0.0142,,,,,
7.43,0.0175,,,,,
7.47,0.0188,,,,,
7.5,0.0196,,,,,
7.54,0.016,,,,,
7.58,0.0247,,,,,
7.62,0.0221,,,,,
7.66,0.0184,,,,,
7.7,0.0127,,,,,
7.73,0.0127,,,,,
7.77,0.014,,,,,
7.81,0.0201,,,,,
7.85,0.0254,,,,,
7.89,0.0174,,,,,
7.92,0.0174,,,,,
7.96,0.0149,,,,,
8.0,0.0141,0.38223138451576233,0.4537878787878788,0.5263620386643234,0.48738812042310825,0.9329412460101667
8.04,0.0111,,,,,
8.08,0.0099,,,,,
8.11,0.0165,,,,,
8.15,0.0178,,,,,
8.19,0.0159,,,,,
8.23,0.0148,,,,,
8.27,0.0108,,,,,
8.3,0.0174,,,,,
8.34,0.0099,,,,,
8.38,0.0139,,,,,
8.42,0.011,,,,,
8.46,0.0115,,,,,
8.5,0.0132,,,,,
8.53,0.0161,,,,,
8.57,0.0067,,,,,
8.61,0.02,,,,,
8.65,0.0155,,,,,
8.69,0.0199,,,,,
8.72,0.0156,,,,,
8.76,0.0114,,,,,
8.8,0.0091,,,,,
8.84,0.0111,,,,,
8.88,0.0166,,,,,
8.91,0.0151,,,,,
8.95,0.0116,,,,,
8.99,0.0156,,,,,
9.0,,0.38955891132354736,0.4788273615635179,0.5166959578207382,0.4970414201183432,0.9333845608227923
9.03,0.0136,,,,,
9.07,0.0141,,,,,
9.1,0.0131,,,,,
9.14,0.0124,,,,,
9.18,0.0068,,,,,
9.22,0.0102,,,,,
9.26,0.0086,,,,,
9.3,0.0114,,,,,
9.33,0.009,,,,,
9.37,0.0142,,,,,
9.41,0.0059,,,,,
9.45,0.0092,,,,,
9.49,0.0115,,,,,
9.52,0.0084,,,,,
9.56,0.01,,,,,
9.6,0.01,,,,,
9.64,0.0142,,,,,
9.68,0.0068,,,,,
9.71,0.0074,,,,,
9.75,0.0107,,,,,
9.79,0.0107,,,,,
9.83,0.0102,,,,,
9.87,0.0107,,,,,
9.9,0.0076,,,,,
9.94,0.0088,,,,,
9.98,0.01,,,,,
10.0,,0.4009263515472412,0.47604790419161674,0.5588752196836555,0.5141471301535974,0.9329412460101667
10.02,0.0088,,,,,
10.06,0.0061,,,,,
10.1,0.0064,,,,,
10.13,0.0101,,,,,
10.17,0.0128,,,,,
10.21,0.0081,,,,,
10.25,0.0076,,,,,
10.29,0.0155,,,,,
10.32,0.0064,,,,,
10.36,0.011,,,,,
10.4,0.0081,,,,,
10.44,0.0084,,,,,
10.48,0.0063,,,,,
10.51,0.01,,,,,
10.55,0.013,,,,,
10.59,0.0078,,,,,
10.63,0.0085,,,,,
10.67,0.0104,,,,,
10.7,0.0117,,,,,
10.74,0.0078,,,,,
10.78,0.0073,,,,,
10.82,0.0083,,,,,
10.86,0.0071,,,,,
10.9,0.0072,,,,,
10.93,0.0056,,,,,
10.97,0.0092,,,,,
11.0,,0.4326118528842926,0.4709976798143852,0.5351493848857645,0.5010283833813246,0.9331776805769003
11.01,0.0062,,,,,
11.05,0.0066,,,,,
11.09,0.0043,,,,,
11.12,0.0041,,,,,
11.16,0.0051,,,,,
11.2,0.0071,,,,,
11.24,0.0066,,,,,
11.28,0.0053,,,,,
11.31,0.0062,,,,,
11.35,0.0041,,,,,
11.39,0.0098,,,,,
11.43,0.0062,,,,,
11.47,0.0062,,,,,
11.5,0.0065,,,,,
11.54,0.005,,,,,
11.58,0.0093,,,,,
11.62,0.0058,,,,,
11.66,0.0059,,,,,
11.7,0.0065,,,,,
11.73,0.0046,,,,,
11.77,0.0084,,,,,
11.81,0.0048,,,,,
11.85,0.0057,,,,,
11.89,0.0091,,,,,
11.92,0.0033,,,,,
11.96,0.0063,,,,,
12.0,0.0068,0.4325444996356964,0.4556126192223037,0.5456942003514939,0.49660135945621753,0.9319363991015487
12.04,0.0043,,,,,
12.08,0.0056,,,,,
12.11,0.0094,,,,,
12.15,0.0037,,,,,
12.19,0.0027,,,,,
12.23,0.0051,,,,,
12.27,0.0056,,,,,
12.3,0.0043,,,,,
12.34,0.0066,,,,,
12.38,0.0035,,,,,
12.42,0.0088,,,,,
12.46,0.005,,,,,
12.5,0.0026,,,,,
12.53,0.0096,,,,,
12.57,0.0051,,,,,
12.61,0.0073,,,,,
12.65,0.0046,,,,,
12.69,0.0037,,,,,
12.72,0.0043,,,,,
12.76,0.0071,,,,,
12.8,0.0051,,,,,
12.84,0.0061,,,,,
12.88,0.0081,,,,,
12.91,0.0033,,,,,
12.95,0.0087,,,,,
12.99,0.0033,,,,,
13.0,,0.4383535385131836,0.46401225114854516,0.5325131810193322,0.4959083469721768,0.9338574299562596
