entity,precision,recall,f1
aeroway,0.25,0.2727272727272727,0.2608695652173913
amenity,0.32432432432432434,0.41379310344827586,0.36363636363636365
boundary,0.5525846702317291,0.6313645621181263,0.5893536121673003
bridge,0.0,0.0,0.0
building,0.34615384615384615,0.45,0.3913043478260869
healthcare,0.0,0.0,0.0
highway,0.5198412698412699,0.5848214285714286,0.5504201680672268
landuse,0.0,0.0,0.0
leisure,0.2,0.35714285714285715,0.25641025641025644
man_made,0.0,0.0,0.0
natural,0.4838709677419355,0.5555555555555556,0.5172413793103449
office,0.0,0.0,0.0
place,0.26785714285714285,0.2903225806451613,0.2786377708978328
railway,0.25,0.3333333333333333,0.28571428571428575
shop,0.23529411764705882,0.36363636363636365,0.2857142857142857
tourism,0.16666666666666666,0.1111111111111111,0.13333333333333333
waterway,0.6041666666666666,0.7073170731707317,0.6516853932584269
