epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
6.79,0.0387,,,,,
6.83,0.0347,,,,,
6.87,0.0397,,,,,
6.91,0.0301,,,,,
6.96,0.0407,,,,,
7.0,0.0365,0.297075480222702,0.500940910801656,0.588157313300928,0.5410569105691058,0.9401687586331151
7.04,0.0229,,,,,
7.08,0.0229,,,,,
7.13,0.0307,,,,,
7.17,0.0288,,,,,
7.21,0.0239,,,,,
7.25,0.0236,,,,,
7.3,0.0225,,,,,
7.34,0.0249,,,,,
7.38,0.0196,,,,,
7.42,0.0192,,,,,
7.47,0.024,,,,,
7.51,0.022,,,,,
7.55,0.0294,,,,,
7.59,0.027,,,,,
7.64,0.0233,,,,,
7.68,0.0285,,,,,
7.72,0.0313,,,,,
7.76,0.0287,,,,,
7.8,0.0278,,,,,
7.85,0.025,,,,,
7.89,0.0253,,,,,
7.93,0.0253,,,,,
7.97,0.0208,,,,,
8.0,,0.32626140117645264,0.5112697220135237,0.6014140521431728,0.5526903553299493,0.9404690408984445
8.02,0.037,,,,,
8.06,0.0153,,,,,
8.1,0.0193,,,,,
8.14,0.0198,,,,,
8.19,0.0183,,,,,
8.23,0.0222,,,,,
8.27,0.0203,,,,,
8.31,0.0191,,,,,
8.36,0.0129,,,,,
8.4,0.0198,,,,,
8.44,0.0207,,,,,
8.48,0.0164,,,,,
8.53,0.0151,,,,,
8.57,0.0214,,,,,
8.61,0.0184,,,,,
8.65,0.02,,,,,
8.7,0.0168,,,,,
8.74,0.0302,,,,,
8.78,0.0223,,,,,
8.82,0.0151,,,,,
8.87,0.0204,,,,,
8.91,0.025,,,,,
8.95,0.0208,,,,,
8.99,0.0181,,,,,
9.0,,0.3291962742805481,0.5357001972386588,0.6000883782589483,0.5660691954981243,0.9428863131343462
9.03,0.0251,,,,,
9.08,0.0186,,,,,
9.12,0.0167,,,,,
9.16,0.0129,,,,,
9.2,0.018,,,,,
9.25,0.0151,,,,,
9.29,0.0154,,,,,
9.33,0.0169,,,,,
9.37,0.0155,,,,,
9.42,0.0143,,,,,
9.46,0.021,,,,,
9.5,0.0189,,,,,
9.54,0.0153,,,,,
9.59,0.0152,,,,,
9.63,0.0159,,,,,
9.67,0.0218,,,,,
9.71,0.0106,,,,,
9.76,0.0097,,,,,
9.8,0.0144,,,,,
9.84,0.0099,,,,,
9.88,0.0104,,,,,
9.93,0.0231,,,,,
9.97,0.015,,,,,
10.0,,0.3442499339580536,0.520579268292683,0.6036235086168803,0.5590341722938409,0.9428863131343462
10.01,0.0164,,,,,
10.05,0.012,,,,,
10.1,0.0125,,,,,
10.14,0.0103,,,,,
10.18,0.0085,,,,,
10.22,0.0118,,,,,
10.27,0.0098,,,,,
10.31,0.0118,,,,,
10.35,0.0096,,,,,
10.39,0.014,,,,,
10.43,0.0102,,,,,
10.48,0.0073,,,,,
10.52,0.0107,,,,,
10.56,0.0122,,,,,
10.6,0.0128,,,,,
10.65,0.0138,,,,,
10.69,0.0145,,,,,
10.73,0.015,,,,,
10.77,0.0182,,,,,
10.82,0.0115,,,,,
10.86,0.0107,,,,,
10.9,0.0157,,,,,
10.94,0.0183,,,,,
10.99,0.0113,,,,,
11.0,,0.34424450993537903,0.5190156599552572,0.615112682280159,0.5629929221435793,0.9421506215842892
11.03,0.0067,,,,,
11.07,0.009,,,,,
11.11,0.0089,,,,,
11.16,0.0109,,,,,
11.2,0.0146,,,,,
11.24,0.0065,,,,,
11.28,0.0123,,,,,
11.33,0.0069,,,,,
11.37,0.0077,,,,,
11.41,0.0101,,,,,
11.45,0.008,,,,,
11.5,0.0084,,,,,
11.54,0.0148,,,,,
11.58,0.0048,,,,,
11.62,0.0071,,,,,
11.66,0.0059,,,,,
11.71,0.0052,,,,,
11.75,0.0094,,,,,
11.79,0.0073,,,,,
11.83,0.0069,,,,,
11.88,0.0117,,,,,
11.92,0.0079,,,,,
11.96,0.0102,,,,,
12.0,0.0108,0.35983937978744507,0.5436931593515223,0.6076005302695537,0.5738731218697829,0.943516905891538
12.05,0.0061,,,,,
12.09,0.0053,,,,,
12.13,0.006,,,,,
12.17,0.0085,,,,,
12.22,0.0094,,,,,
12.26,0.007,,,,,
12.3,0.0055,,,,,
12.34,0.009,,,,,
12.39,0.0028,,,,,
12.43,0.0063,,,,,
12.47,0.0086,,,,,
12.51,0.0064,,,,,
12.56,0.0123,,,,,
12.6,0.0093,,,,,
12.64,0.0081,,,,,
12.68,0.0085,,,,,
12.73,0.0054,,,,,
12.77,0.0084,,,,,
12.81,0.0062,,,,,
12.85,0.0097,,,,,
12.9,0.0086,,,,,
12.94,0.007,,,,,
12.98,0.0058,,,,,
13.0,,0.37909626960754395,0.5322455322455323,0.6053910737958462,0.5664668182757908,0.9431115248333434
13.02,0.0042,,,,,
13.06,0.0051,,,,,
13.11,0.0064,,,,,
13.15,0.0057,,,,,
13.19,0.0113,,,,,
13.23,0.0052,,,,,
13.28,0.004,,,,,
13.32,0.0045,,,,,
13.36,0.009,,,,,
13.4,0.0069,,,,,
13.45,0.0052,,,,,
13.49,0.0058,,,,,
13.53,0.0044,,,,,
13.57,0.0034,,,,,
13.62,0.0097,,,,,
13.66,0.0063,,,,,
13.7,0.0093,,,,,
13.74,0.0039,,,,,
13.79,0.007,,,,,
13.83,0.0059,,,,,
13.87,0.0071,,,,,
13.91,0.0054,,,,,
13.96,0.004,,,,,
14.0,0.005,0.38144993782043457,0.5335661622041133,0.6076005302695537,0.5681818181818182,0.9437271034772686
14.04,0.0051,,,,,
14.08,0.0033,,,,,
14.13,0.0031,,,,,
14.17,0.0047,,,,,
14.21,0.005,,,,,
14.25,0.0027,,,,,
14.29,0.0079,,,,,
14.34,0.0058,,,,,
14.38,0.004,,,,,
14.42,0.0047,,,,,
14.46,0.0098,,,,,
14.51,0.0035,,,,,
14.55,0.0037,,,,,
14.59,0.0063,,,,,
14.63,0.0089,,,,,
14.68,0.0049,,,,,
14.72,0.0052,,,,,
14.76,0.0067,,,,,
14.8,0.0028,,,,,
14.85,0.0053,,,,,
14.89,0.0061,,,,,
14.93,0.0047,,,,,
14.97,0.0044,,,,,
15.0,,0.37963616847991943,0.5431809300508011,0.6142288996906761,0.5765242637909581,0.9446129361599904
15.02,0.0048,,,,,
15.06,0.0044,,,,,
15.1,0.0053,,,,,
15.14,0.0024,,,,,
15.19,0.0025,,,,,
15.23,0.0038,,,,,
15.27,0.003,,,,,
15.31,0.0045,,,,,
15.36,0.0059,,,,,
15.4,0.0041,,,,,
15.44,0.0025,,,,,
15.48,0.0054,,,,,
15.52,0.0028,,,,,
15.57,0.0039,,,,,
15.61,0.0083,,,,,
15.65,0.0034,,,,,
15.69,0.0038,,,,,
15.74,0.0032,,,,,
15.78,0.0047,,,,,
15.82,0.0037,,,,,
15.86,0.0038,,,,,
15.91,0.0056,,,,,
15.95,0.0067,,,,,
15.99,0.0041,,,,,
16.0,,0.3941979706287384,0.527947932618683,0.6093680954485197,0.5657435897435897,0.9437871599303345
16.03,0.0044,,,,,
16.08,0.0029,,,,,
16.12,0.0043,,,,,
16.16,0.0055,,,,,
16.2,0.0046,,,,,
16.25,0.0029,,,,,
16.29,0.0028,,,,,
16.33,0.0026,,,,,
16.37,0.0059,,,,,
16.42,0.0019,,,,,
16.46,0.0029,,,,,
16.5,0.0027,,,,,
16.54,0.0045,,,,,
16.59,0.0049,,,,,
16.63,0.002,,,,,
16.67,0.0038,,,,,
16.71,0.0036,,,,,
16.76,0.0022,,,,,
16.8,0.0027,,,,,
16.84,0.0027,,,,,
16.88,0.0028,,,,,
16.92,0.0037,,,,,
16.97,0.0035,,,,,
17.0,,0.3943466246128082,0.5462382445141066,0.6159964648696421,0.5790238836967809,0.9447180349528557
17.01,0.0027,,,,,
17.05,0.0022,,,,,
17.09,0.0046,,,,,
17.14,0.0032,,,,,
17.18,0.0017,,,,,
17.22,0.0013,,,,,
17.26,0.0036,,,,,
17.31,0.0026,,,,,
17.35,0.004,,,,,
17.39,0.0018,,,,,
17.43,0.0029,,,,,
17.48,0.0021,,,,,
17.52,0.004,,,,,
17.56,0.0022,,,,,
17.6,0.0061,,,,,
17.65,0.002,,,,,
17.69,0.0036,,,,,
17.73,0.0022,,,,,
17.77,0.0032,,,,,
17.82,0.0035,,,,,
17.86,0.0016,,,,,
17.9,0.0037,,,,,
17.94,0.0034,,,,,
17.99,0.0046,,,,,
18.0,,0.40464937686920166,0.5379499217527387,0.6076005302695537,0.5706578128242374,0.9444928232538586
18.03,0.0048,,,,,
18.07,0.0043,,,,,
18.11,0.0018,,,,,
18.15,0.0033,,,,,
18.2,0.0026,,,,,
18.24,0.003,,,,,
18.28,0.0042,,,,,
18.32,0.0034,,,,,
18.37,0.0016,,,,,
18.41,0.0027,,,,,
18.45,0.0028,,,,,
18.49,0.0024,,,,,
18.54,0.0035,,,,,
18.58,0.0017,,,,,
18.62,0.0016,,,,,
18.66,0.0012,,,,,
18.71,0.0031,,,,,
18.75,0.0042,,,,,
18.79,0.0016,,,,,
18.83,0.0027,,,,,
18.88,0.0022,,,,,
18.92,0.0037,,,,,
18.96,0.0031,,,,,
19.0,0.0015,0.40431326627731323,0.5366705471478463,0.6111356606274856,0.5714876033057851,0.9437120893640022
19.05,0.002,,,,,
19.09,0.0019,,,,,
19.13,0.0022,,,,,
19.17,0.0026,,,,,
19.22,0.0034,,,,,
19.26,0.0017,,,,,
19.3,0.0027,,,,,
19.34,0.0011,,,,,
19.38,0.0039,,,,,
19.43,0.0016,,,,,
19.47,0.0024,,,,,
19.51,0.0025,,,,,
19.55,0.0035,,,,,
19.6,0.0042,,,,,
19.64,0.0019,,,,,
19.68,0.0029,,,,,
19.72,0.0021,,,,,
19.77,0.0019,,,,,
19.81,0.0031,,,,,
19.85,0.0032,,,,,
19.89,0.0012,,,,,
19.94,0.0028,,,,,
19.98,0.0014,0.4057140350341797,0.5400234283483014,0.6111356606274856,0.5733830845771143,0.9443426821211939
