entity,precision,recall,f1
aeroway,0.4666666666666667,0.6363636363636364,0.5384615384615385
amenity,0.3611111111111111,0.45348837209302323,0.40206185567010305
boundary,0.614468085106383,0.7023346303501945,0.6554698138901497
bridge,0.0,0.0,0.0
building,0.4318181818181818,0.4634146341463415,0.4470588235294118
club,0.0,0.0,0.0
highway,0.5892857142857143,0.6804123711340206,0.6315789473684211
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.125,0.11764705882352941,0.12121212121212122
leisure,0.39215686274509803,0.4,0.396039603960396
man_made,0.2,0.5,0.28571428571428575
military,0.0,0.0,0.0
natural,0.5,0.58,0.537037037037037
office,0.0,0.0,0.0
place,0.36220472440944884,0.40350877192982454,0.38174273858921165
railway,0.0,0.0,0.0
shop,0.2,0.21052631578947367,0.20512820512820512
tourism,0.20833333333333334,0.35714285714285715,0.2631578947368421
waterway,0.6037735849056604,0.7272727272727273,0.6597938144329897
