label,precision,recall,f1-score,support
location,0.6772532188841202,0.7312326227988879,0.7032085561497327,1079
micro avg,0.6772532188841202,0.7312326227988879,0.7032085561497327,1079
macro avg,0.6772532188841202,0.7312326227988879,0.7032085561497327,1079
weighted avg,0.6772532188841202,0.7312326227988879,0.7032085561497327,1079
