best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
9.0,0.5819467554076538,1769.7720687389374,0.005991541314870119,0.9777431097243889,0.9808033385498174,0.9792708333333332,0.9985101189177394,0.37292230129241943,0.5497053045186641,0.6182059213433495,0.5819467554076538,0.9454837547294457,0.40419313311576843,0.535812133072407,0.6087149844375278,0.5699417152373023,0.9431633886710111,1.0,0.3,11,7434,4460,1486,1488,3084,7544
9.0,0.5762990347093859,1819.6609137058258,0.005024871323257685,0.9733855993397978,0.9825072886297376,0.9779251735931185,0.998597742774291,0.36604398488998413,0.5338660578386606,0.6260597947344936,0.5762990347093859,0.9415693566381554,0.36110490560531616,0.5363809523809524,0.629695885509839,0.5793046698210246,0.9429702851485743,1.0,0.3,22,7434,4460,1486,1488,3084,7544
10.0,0.5837340581225172,2053.7283713817596,0.002964906394481659,0.9852800763844685,0.9885837458087179,0.9869291464095002,0.99912521578442,0.38994935154914856,0.553968253968254,0.6168802474591251,0.5837340581225172,0.9443727103477269,0.4181436002254486,0.5536858974358975,0.614495331258337,0.5825079030558483,0.942234541326335,1.0,0.6,11,7434,4460,1486,1488,6168,10628
7.0,0.5701149425287356,1596.9868459701538,0.008263367228209972,0.9587604478788835,0.9699266113592853,0.9643112062812278,0.9976015403900081,0.3648160696029663,0.5361635220125787,0.608656849620705,0.5701149425287356,0.9419709929341763,0.3587225675582886,0.5289912629070691,0.5957066189624329,0.5603702145561632,0.9421002894985525,1.0,0.6,22,7434,4460,1486,1488,6168,10628
