epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.01,1.7358,,,,,
0.03,0.4899,,,,,
0.04,0.3777,,,,,
0.06,0.4088,,,,,
0.07,0.3607,,,,,
0.08,0.3486,,,,,
0.1,0.249,,,,,
0.11,0.2812,,,,,
0.13,0.2688,,,,,
0.14,0.2518,,,,,
0.15,0.243,,,,,
0.17,0.2251,,,,,
0.18,0.209,,,,,
0.2,0.1968,,,,,
0.21,0.2648,,,,,
0.22,0.2102,,,,,
0.24,0.2307,,,,,
0.25,0.2155,,,,,
0.26,0.2129,,,,,
0.28,0.1935,,,,,
0.29,0.2218,,,,,
0.31,0.2143,,,,,
0.32,0.177,,,,,
0.33,0.2013,,,,,
0.35,0.1631,,,,,
0.36,0.1915,,,,,
0.38,0.182,,,,,
0.39,0.1789,,,,,
0.4,0.1837,,,,,
0.42,0.1663,,,,,
0.43,0.1871,,,,,
0.45,0.1695,,,,,
0.46,0.1997,,,,,
0.47,0.1477,,,,,
0.49,0.1438,,,,,
0.5,0.1363,,,,,
0.52,0.1551,,,,,
0.53,0.1952,,,,,
0.54,0.1738,,,,,
0.56,0.1646,,,,,
0.57,0.1939,,,,,
0.59,0.1558,,,,,
0.6,0.1952,,,,,
0.61,0.1568,,,,,
0.63,0.153,,,,,
0.64,0.175,,,,,
0.65,0.1929,,,,,
0.67,0.1326,,,,,
0.68,0.1977,,,,,
0.7,0.1899,,,,,
0.71,0.1884,,,,,
0.72,0.1495,,,,,
0.74,0.212,,,,,
0.75,0.1466,,,,,
0.77,0.1559,,,,,
0.78,0.1846,,,,,
0.79,0.1679,,,,,
0.81,0.1326,,,,,
0.82,0.1595,,,,,
0.84,0.1652,,,,,
0.85,0.1958,,,,,
0.86,0.1292,,,,,
0.88,0.1686,,,,,
0.89,0.1389,,,,,
0.91,0.1619,,,,,
0.92,0.1602,,,,,
0.93,0.1474,,,,,
0.95,0.1627,,,,,
0.96,0.1656,,,,,
0.98,0.1378,,,,,
0.99,0.1657,,,,,
1.0,0.1292,0.31723490357398987,0.3554621848739496,0.3909426987060998,0.3723591549295775,0.9207222751070918
1.02,0.111,,,,,
1.03,0.1151,,,,,
1.05,0.14,,,,,
1.06,0.1152,,,,,
1.07,0.1312,,,,,
1.09,0.1135,,,,,
1.1,0.1168,,,,,
1.11,0.1412,,,,,
1.13,0.1428,,,,,
1.14,0.1208,,,,,
1.16,0.1465,,,,,
1.17,0.0988,,,,,
1.18,0.1012,,,,,
1.2,0.1259,,,,,
1.21,0.1547,,,,,
1.23,0.1136,,,,,
1.24,0.1302,,,,,
1.25,0.1117,,,,,
1.27,0.1338,,,,,
1.28,0.1018,,,,,
1.3,0.1228,,,,,
1.31,0.074,,,,,
1.32,0.1226,,,,,
1.34,0.1007,,,,,
1.35,0.0978,,,,,
1.37,0.1361,,,,,
1.38,0.1311,,,,,
1.39,0.1238,,,,,
1.41,0.1355,,,,,
1.42,0.1202,,,,,
1.44,0.1048,,,,,
1.45,0.1361,,,,,
1.46,0.1089,,,,,
1.48,0.1341,,,,,
1.49,0.1378,,,,,
1.5,0.143,,,,,
1.52,0.1307,,,,,
1.53,0.1159,,,,,
1.55,0.0954,,,,,
1.56,0.0996,,,,,
1.57,0.1002,,,,,
1.59,0.1171,,,,,
1.6,0.0965,,,,,
1.62,0.1123,,,,,
1.63,0.1251,,,,,
1.64,0.1025,,,,,
1.66,0.1389,,,,,
1.67,0.1128,,,,,
1.69,0.1154,,,,,
1.7,0.1023,,,,,
1.71,0.1048,,,,,
1.73,0.1341,,,,,
1.74,0.1237,,,,,
1.76,0.134,,,,,
1.77,0.1036,,,,,
1.78,0.1234,,,,,
1.8,0.1258,,,,,
1.81,0.1149,,,,,
1.83,0.1304,,,,,
1.84,0.1183,,,,,
1.85,0.0824,,,,,
1.87,0.1092,,,,,
1.88,0.1042,,,,,
1.9,0.1349,,,,,
1.91,0.0971,,,,,
1.92,0.0939,,,,,
1.94,0.0902,,,,,
1.95,0.1349,,,,,
1.96,0.1126,,,,,
1.98,0.1012,,,,,
1.99,0.1366,,,,,
2.0,,0.2659423053264618,0.42279708973322555,0.4833641404805915,0.4510564898663217,0.9304497858162779
2.01,0.1002,,,,,
2.02,0.0996,,,,,
2.03,0.0683,,,,,
2.05,0.0685,,,,,
2.06,0.0668,,,,,
2.08,0.0775,,,,,
2.09,0.07,,,,,
2.1,0.0684,,,,,
2.12,0.047,,,,,
2.13,0.0947,,,,,
2.15,0.0947,,,,,
2.16,0.0821,,,,,
2.17,0.0692,,,,,
2.19,0.0906,,,,,
2.2,0.1057,,,,,
2.22,0.0825,,,,,
2.23,0.1014,,,,,
2.24,0.078,,,,,
2.26,0.083,,,,,
2.27,0.0892,,,,,
2.29,0.1046,,,,,
2.3,0.0816,,,,,
2.31,0.0675,,,,,
2.33,0.0946,,,,,
2.34,0.0856,,,,,
2.35,0.0751,,,,,
2.37,0.0807,,,,,
2.38,0.0793,,,,,
2.4,0.0842,,,,,
2.41,0.0587,,,,,
2.42,0.0768,,,,,
2.44,0.08,,,,,
2.45,0.081,,,,,
2.47,0.0738,,,,,
2.48,0.0942,,,,,
2.49,0.0826,,,,,
2.51,0.0765,,,,,
2.52,0.1123,,,,,
2.54,0.0803,,,,,
2.55,0.103,,,,,
2.56,0.0787,,,,,
2.58,0.0933,,,,,
2.59,0.0838,,,,,
2.61,0.1023,,,,,
2.62,0.0777,,,,,
2.63,0.0798,,,,,
2.65,0.0894,,,,,
2.66,0.0702,,,,,
2.68,0.0704,,,,,
2.69,0.0828,,,,,
2.7,0.0663,,,,,
2.72,0.1122,,,,,
2.73,0.0679,,,,,
2.75,0.0864,,,,,
2.76,0.073,,,,,
2.77,0.0739,,,,,
2.79,0.0684,,,,,
2.8,0.0672,,,,,
2.81,0.0738,,,,,
2.83,0.0991,,,,,
2.84,0.0831,,,,,
2.86,0.0812,,,,,
2.87,0.0918,,,,,
2.88,0.0902,,,,,
2.9,0.0839,,,,,
2.91,0.0937,,,,,
2.93,0.0921,,,,,
2.94,0.0522,,,,,
2.95,0.081,,,,,
2.97,0.078,,,,,
2.98,0.0747,,,,,
3.0,0.0867,0.2836534082889557,0.4199553239017126,0.5212569316081331,0.4651546391752578,0.9315504521656354
3.01,0.0487,,,,,
3.02,0.0511,,,,,
3.04,0.0544,,,,,
3.05,0.0477,,,,,
3.07,0.0578,,,,,
3.08,0.0494,,,,,
3.09,0.0732,,,,,
3.11,0.0617,,,,,
3.12,0.0477,,,,,
3.14,0.0758,,,,,
3.15,0.0734,,,,,
3.16,0.0527,,,,,
3.18,0.0789,,,,,
3.19,0.0446,,,,,
3.21,0.0561,,,,,
3.22,0.0327,,,,,
3.23,0.0478,,,,,
3.25,0.0541,,,,,
3.26,0.0585,,,,,
3.27,0.0556,,,,,
3.29,0.0561,,,,,
3.3,0.0421,,,,,
3.32,0.0675,,,,,
3.33,0.0635,,,,,
3.34,0.0644,,,,,
3.36,0.0425,,,,,
3.37,0.0548,,,,,
3.39,0.0663,,,,,
3.4,0.0687,,,,,
3.41,0.0486,,,,,
3.43,0.0669,,,,,
3.44,0.064,,,,,
3.46,0.0846,,,,,
3.47,0.0402,,,,,
3.48,0.0579,,,,,
3.5,0.0623,,,,,
3.51,0.0466,,,,,
3.53,0.0666,,,,,
3.54,0.0499,,,,,
3.55,0.0552,,,,,
3.57,0.0605,,,,,
3.58,0.0524,,,,,
3.6,0.0585,,,,,
3.61,0.0431,,,,,
3.62,0.0465,,,,,
3.64,0.0595,,,,,
3.65,0.0785,,,,,
3.66,0.0347,,,,,
3.68,0.0341,,,,,
3.69,0.0526,,,,,
3.71,0.0337,,,,,
3.72,0.0509,,,,,
3.73,0.0608,,,,,
3.75,0.0511,,,,,
3.76,0.0474,,,,,
3.78,0.0659,,,,,
3.79,0.0935,,,,,
3.8,0.064,,,,,
3.82,0.0551,,,,,
3.83,0.0551,,,,,
3.85,0.0587,,,,,
3.86,0.0675,,,,,
3.87,0.064,,,,,
3.89,0.0358,,,,,
3.9,0.0444,,,,,
3.92,0.0523,,,,,
3.93,0.0419,,,,,
3.94,0.0576,,,,,
3.96,0.037,,,,,
3.97,0.0497,,,,,
3.99,0.0611,,,,,
4.0,0.0594,0.34117868542671204,0.4680327868852459,0.5277264325323475,0.49609035621198955,0.9332758210376011
4.01,0.0357,,,,,
4.03,0.0372,,,,,
4.04,0.0307,,,,,
4.06,0.0529,,,,,
4.07,0.0236,,,,,
4.08,0.0375,,,,,
4.1,0.0274,,,,,
4.11,0.0385,,,,,
4.12,0.039,,,,,
4.14,0.0285,,,,,
4.15,0.0191,,,,,
4.17,0.0333,,,,,
4.18,0.0307,,,,,
4.19,0.0294,,,,,
