epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.03,1.7736,,,,,
0.06,0.5638,,,,,
0.09,0.4253,,,,,
0.12,0.3798,,,,,
0.15,0.4028,,,,,
0.18,0.2867,,,,,
0.21,0.3621,,,,,
0.24,0.3408,,,,,
0.27,0.2605,,,,,
0.3,0.2782,,,,,
0.33,0.2326,,,,,
0.36,0.2337,,,,,
0.39,0.2496,,,,,
0.42,0.2324,,,,,
0.45,0.2656,,,,,
0.48,0.2226,,,,,
0.51,0.2263,,,,,
0.54,0.2304,,,,,
0.57,0.2135,,,,,
0.6,0.2111,,,,,
0.63,0.2367,,,,,
0.66,0.2225,,,,,
0.69,0.1792,,,,,
0.72,0.229,,,,,
0.75,0.2139,,,,,
0.78,0.1957,,,,,
0.81,0.2273,,,,,
0.84,0.1832,,,,,
0.87,0.2177,,,,,
0.9,0.1997,,,,,
0.93,0.2025,,,,,
0.96,0.1636,,,,,
0.99,0.2469,,,,,
1.0,,0.2537653148174286,0.3708759954493743,0.4321696862571807,0.39918367346938777,0.927271635337217
1.02,0.1676,,,,,
1.05,0.1576,,,,,
1.08,0.1553,,,,,
1.11,0.1973,,,,,
1.14,0.152,,,,,
1.17,0.1708,,,,,
1.2,0.1493,,,,,
1.23,0.1709,,,,,
1.26,0.1781,,,,,
1.29,0.1635,,,,,
1.32,0.1282,,,,,
1.35,0.1567,,,,,
1.38,0.1381,,,,,
1.41,0.1598,,,,,
1.44,0.1649,,,,,
1.47,0.1508,,,,,
1.5,0.1382,,,,,
1.53,0.1404,,,,,
1.57,0.1569,,,,,
1.6,0.174,,,,,
1.63,0.1408,,,,,
1.66,0.1561,,,,,
1.69,0.1622,,,,,
1.72,0.1656,,,,,
1.75,0.1573,,,,,
1.78,0.1555,,,,,
1.81,0.1694,,,,,
1.84,0.1566,,,,,
1.87,0.1364,,,,,
1.9,0.1588,,,,,
1.93,0.14,,,,,
1.96,0.1499,,,,,
1.99,0.1392,,,,,
2.0,,0.2330605685710907,0.4178420310296192,0.5236411842686699,0.464797019023338,0.9356795387664405
2.02,0.1154,,,,,
2.05,0.1011,,,,,
2.08,0.1283,,,,,
2.11,0.1253,,,,,
2.14,0.103,,,,,
2.17,0.0983,,,,,
2.2,0.0953,,,,,
2.23,0.1224,,,,,
2.26,0.0959,,,,,
2.29,0.1153,,,,,
2.32,0.1188,,,,,
2.35,0.1083,,,,,
2.38,0.1132,,,,,
2.41,0.0987,,,,,
2.44,0.0934,,,,,
2.47,0.1067,,,,,
2.5,0.1143,,,,,
2.53,0.1288,,,,,
2.56,0.1088,,,,,
2.59,0.1097,,,,,
2.62,0.1044,,,,,
2.65,0.1361,,,,,
2.68,0.1022,,,,,
2.71,0.1368,,,,,
2.74,0.1036,,,,,
2.77,0.0981,,,,,
2.8,0.1194,,,,,
2.83,0.099,,,,,
2.86,0.0953,,,,,
2.89,0.1164,,,,,
2.92,0.1369,,,,,
2.95,0.1139,,,,,
2.98,0.1071,,,,,
3.0,,0.24084243178367615,0.4516244198500535,0.5589924878479894,0.49960505529225907,0.9395531799891899
3.01,0.0979,,,,,
3.04,0.0707,,,,,
3.07,0.0865,,,,,
3.1,0.0839,,,,,
3.13,0.0878,,,,,
3.16,0.0793,,,,,
3.19,0.0819,,,,,
3.22,0.0706,,,,,
3.25,0.0825,,,,,
3.28,0.0965,,,,,
3.31,0.0832,,,,,
3.34,0.0868,,,,,
3.37,0.0674,,,,,
3.4,0.0832,,,,,
3.43,0.0891,,,,,
3.46,0.1024,,,,,
3.49,0.0755,,,,,
3.52,0.083,,,,,
3.55,0.0837,,,,,
3.58,0.0743,,,,,
3.61,0.091,,,,,
3.64,0.0849,,,,,
3.67,0.0735,,,,,
3.7,0.0765,,,,,
3.73,0.0788,,,,,
3.76,0.0782,,,,,
3.79,0.0869,,,,,
3.82,0.0666,,,,,
3.85,0.0801,,,,,
3.88,0.076,,,,,
