epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,278,0.13087032735347748,0.503030303030303,0.6217228464419475,0.5561139028475711,0.9516015541346713
2.0,557,0.127058207988739,0.5688,0.6657303370786517,0.6134598792062123,0.9557928228347661
3.0,836,0.13279971480369568,0.6056572379367721,0.6816479400749064,0.641409691629956,0.9581484994034326
4.0,1115,0.15866665542125702,0.5995145631067961,0.6938202247191011,0.6432291666666666,0.9588521430538134
5.0,1393,0.18153782188892365,0.6110659072416599,0.7031835205992509,0.6538963865912059,0.9585156178297183
6.0,1672,0.21274060010910034,0.6011058451816745,0.7125468164794008,0.6520994001713796,0.9573836693486707
7.0,1951,0.234298974275589,0.6117836965294592,0.7097378277153558,0.6571304724750758,0.9589133294581944
8.0,2230,0.22448767721652985,0.6271893244370309,0.704119850187266,0.6634318482576093,0.9591580750757182
9.0,2508,0.2446475774049759,0.6335250616269515,0.7219101123595506,0.6748358862144421,0.9595557867041943
10.0,2787,0.25929972529411316,0.6222403924775143,0.7125468164794008,0.6643387167175906,0.9591274818735277
11.0,3066,0.26656752824783325,0.636980491942324,0.7031835205992509,0.6684468179795282,0.9605959555786704
12.0,3345,0.2696828246116638,0.6109785202863962,0.7191011235955056,0.6606451612903226,0.959861718726099
