label,precision,recall,f1-score,support
location,0.6165718927701056,0.696969696969697,0.6543103448275862,1089
micro avg,0.6165718927701056,0.696969696969697,0.6543103448275862,1089
macro avg,0.6165718927701056,0.696969696969697,0.6543103448275862,1089
weighted avg,0.6165718927701056,0.696969696969697,0.6543103448275862,1089
