epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,0.5071,,,,,
0.04,0.1841,,,,,
0.06,0.1298,,,,,
0.08,0.1355,,,,,
0.1,0.0945,,,,,
0.11,0.144,,,,,
0.13,0.0889,,,,,
0.15,0.0989,,,,,
0.17,0.0925,,,,,
0.19,0.0658,,,,,
0.21,0.0735,,,,,
0.23,0.1074,,,,,
0.25,0.0981,,,,,
0.27,0.0928,,,,,
0.29,0.0741,,,,,
0.3,0.11,,,,,
0.32,0.075,,,,,
0.34,0.0695,,,,,
0.36,0.0606,,,,,
0.38,0.0519,,,,,
0.4,0.0797,,,,,
0.42,0.074,,,,,
0.44,0.0666,,,,,
0.46,0.0661,,,,,
0.48,0.0594,,,,,
0.5,0.0695,,,,,
0.51,0.0481,,,,,
0.53,0.0871,,,,,
0.55,0.075,,,,,
0.57,0.066,,,,,
0.59,0.0444,,,,,
0.61,0.0504,,,,,
0.63,0.0732,,,,,
0.65,0.0793,,,,,
0.67,0.0598,,,,,
0.69,0.0458,,,,,
0.7,0.068,,,,,
0.72,0.0592,,,,,
0.74,0.0537,,,,,
0.76,0.0778,,,,,
0.78,0.0437,,,,,
0.8,0.0558,,,,,
0.82,0.0794,,,,,
0.84,0.0876,,,,,
0.86,0.05,,,,,
0.88,0.0567,,,,,
0.9,0.0447,,,,,
0.91,0.0828,,,,,
0.93,0.0578,,,,,
0.95,0.0736,,,,,
0.97,0.0697,,,,,
0.99,0.0477,,,,,
1.0,,0.15460725128650665,0.5357664233576642,0.6559428060768543,0.5897950984331056,0.9481026126019624
1.01,0.0491,,,,,
1.03,0.0545,,,,,
1.05,0.0255,,,,,
1.07,0.0354,,,,,
1.09,0.0471,,,,,
1.11,0.0366,,,,,
1.12,0.0241,,,,,
1.14,0.0425,,,,,
1.16,0.0427,,,,,
1.18,0.0489,,,,,
1.2,0.0397,,,,,
1.22,0.0386,,,,,
1.24,0.0464,,,,,
1.26,0.0313,,,,,
1.28,0.0263,,,,,
1.3,0.0353,,,,,
1.31,0.0333,,,,,
1.33,0.0457,,,,,
1.35,0.0277,,,,,
1.37,0.0395,,,,,
1.39,0.0552,,,,,
1.41,0.0313,,,,,
1.43,0.0452,,,,,
1.45,0.0221,,,,,
1.47,0.029,,,,,
1.49,0.0554,,,,,
1.51,0.0349,,,,,
1.52,0.0466,,,,,
1.54,0.0452,,,,,
1.56,0.0243,,,,,
1.58,0.0375,,,,,
1.6,0.0579,,,,,
1.62,0.0369,,,,,
1.64,0.0461,,,,,
1.66,0.0376,,,,,
1.68,0.0423,,,,,
1.7,0.0494,,,,,
1.71,0.0414,,,,,
1.73,0.0261,,,,,
1.75,0.0354,,,,,
1.77,0.0719,,,,,
1.79,0.0397,,,,,
1.81,0.0433,,,,,
1.83,0.0257,,,,,
1.85,0.0293,,,,,
1.87,0.0492,,,,,
1.89,0.0384,,,,,
1.91,0.0432,,,,,
1.92,0.0498,,,,,
1.94,0.0296,,,,,
1.96,0.0347,,,,,
1.98,0.0235,,,,,
2.0,0.0286,0.15930581092834473,0.5797430083144369,0.6854334226988382,0.6281736281736282,0.9505260669109824
2.02,0.0186,,,,,
2.04,0.0099,,,,,
2.06,0.0114,,,,,
2.08,0.0205,,,,,
2.1,0.0168,,,,,
2.11,0.0358,,,,,
2.13,0.0111,,,,,
2.15,0.0197,,,,,
2.17,0.0487,,,,,
2.19,0.0383,,,,,
2.21,0.0263,,,,,
2.23,0.0136,,,,,
2.25,0.0172,,,,,
2.27,0.029,,,,,
2.29,0.0201,,,,,
2.31,0.028,,,,,
2.32,0.023,,,,,
2.34,0.0402,,,,,
2.36,0.0114,,,,,
2.38,0.0271,,,,,
2.4,0.0199,,,,,
2.42,0.0146,,,,,
2.44,0.0284,,,,,
2.46,0.0285,,,,,
2.48,0.0263,,,,,
2.5,0.0166,,,,,
2.51,0.0268,,,,,
2.53,0.0194,,,,,
2.55,0.0325,,,,,
2.57,0.0451,,,,,
2.59,0.0211,,,,,
2.61,0.0121,,,,,
2.63,0.0358,,,,,
2.65,0.0255,,,,,
2.67,0.0146,,,,,
2.69,0.0159,,,,,
2.71,0.021,,,,,
2.72,0.0268,,,,,
2.74,0.0199,,,,,
2.76,0.0283,,,,,
2.78,0.0206,,,,,
2.8,0.0272,,,,,
2.82,0.03,,,,,
2.84,0.033,,,,,
2.86,0.018,,,,,
2.88,0.0259,,,,,
2.9,0.0329,,,,,
2.91,0.0081,,,,,
2.93,0.0178,,,,,
2.95,0.0279,,,,,
2.97,0.0308,,,,,
2.99,0.0257,,,,,
3.0,,0.18141327798366547,0.5922406967537609,0.6684539767649688,0.6280436607892527,0.9493734483981559
3.01,0.0212,,,,,
3.03,0.0141,,,,,
3.05,0.0106,,,,,
3.07,0.0056,,,,,
3.09,0.0127,,,,,
3.11,0.009,,,,,
3.12,0.0113,,,,,
