entity,precision,recall,f1,support
aeroway,0.5,0.6363636363636364,0.56,11
amenity,0.32456140350877194,0.43023255813953487,0.37,86
boundary,0.6420600858369099,0.7276264591439688,0.6821705426356589,1028
bridge,0.0,0.0,0.0,3
building,0.4857142857142857,0.4146341463414634,0.4473684210526316,41
club,0.0,0.0,0.0,1
highway,0.6326164874551972,0.7278350515463917,0.6768935762224352,485
historic,0.0,0.0,0.0,1
junction,0.0,0.0,0.0,1
landuse,0.13043478260869565,0.17647058823529413,0.15,17
leisure,0.4482758620689655,0.52,0.48148148148148145,50
man_made,0.25,0.5,0.3333333333333333,2
military,0.0,0.0,0.0,2
natural,0.5245901639344263,0.64,0.5765765765765766,50
office,0.0,0.0,0.0,4
place,0.38848920863309355,0.47368421052631576,0.42687747035573126,342
railway,0.16666666666666666,0.25,0.2,4
shop,0.21739130434782608,0.2631578947368421,0.23809523809523808,19
tourism,0.2727272727272727,0.42857142857142855,0.33333333333333326,14
waterway,0.6534653465346535,0.75,0.6984126984126984,88
