epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,2.0856,,,,,
0.04,0.8919,,,,,
0.06,0.6692,,,,,
0.09,0.5365,,,,,
0.11,0.5552,,,,,
0.13,0.47,,,,,
0.15,0.5332,,,,,
0.17,0.4494,,,,,
0.19,0.3938,,,,,
0.21,0.3979,,,,,
0.24,0.377,,,,,
0.26,0.2929,,,,,
0.28,0.2992,,,,,
0.3,0.341,,,,,
0.32,0.3335,,,,,
0.34,0.2635,,,,,
0.36,0.3477,,,,,
0.39,0.3207,,,,,
0.41,0.4056,,,,,
0.43,0.3316,,,,,
0.45,0.2634,,,,,
0.47,0.2955,,,,,
0.49,0.2823,,,,,
0.51,0.3057,,,,,
0.54,0.2469,,,,,
0.56,0.2384,,,,,
0.58,0.2787,,,,,
0.6,0.2755,,,,,
0.62,0.2918,,,,,
0.64,0.2646,,,,,
0.66,0.2877,,,,,
0.69,0.227,,,,,
0.71,0.2856,,,,,
0.73,0.2628,,,,,
0.75,0.2307,,,,,
0.77,0.2288,,,,,
0.79,0.3104,,,,,
0.82,0.2668,,,,,
0.84,0.2977,,,,,
0.86,0.2659,,,,,
0.88,0.2161,,,,,
0.9,0.2648,,,,,
0.92,0.2465,,,,,
0.94,0.2655,,,,,
0.97,0.2569,,,,,
0.99,0.2233,,,,,
1.0,,0.2476840317249298,0.3790441176470588,0.4555899248784799,0.41380694360826803,0.9302294156507117
1.01,0.2578,,,,,
1.03,0.2274,,,,,
1.05,0.1898,,,,,
1.07,0.1728,,,,,
1.09,0.1861,,,,,
1.12,0.1679,,,,,
1.14,0.1818,,,,,
1.16,0.1619,,,,,
1.18,0.1767,,,,,
1.2,0.1834,,,,,
1.22,0.1954,,,,,
1.24,0.1613,,,,,
1.27,0.1967,,,,,
1.29,0.2117,,,,,
1.31,0.2117,,,,,
1.33,0.1965,,,,,
1.35,0.1689,,,,,
1.37,0.2038,,,,,
1.39,0.2148,,,,,
1.42,0.2127,,,,,
1.44,0.1715,,,,,
1.46,0.1647,,,,,
1.48,0.1653,,,,,
1.5,0.1805,,,,,
1.52,0.1377,,,,,
1.54,0.1464,,,,,
1.57,0.2201,,,,,
1.59,0.1516,,,,,
1.61,0.1847,,,,,
1.63,0.1888,,,,,
1.65,0.1626,,,,,
1.67,0.1895,,,,,
1.69,0.171,,,,,
1.72,0.1965,,,,,
1.74,0.1591,,,,,
1.76,0.1853,,,,,
1.78,0.1658,,,,,
1.8,0.1714,,,,,
1.82,0.187,,,,,
1.84,0.2029,,,,,
1.87,0.1716,,,,,
1.89,0.1762,,,,,
1.91,0.1932,,,,,
1.93,0.141,,,,,
1.95,0.1647,,,,,
1.97,0.1921,,,,,
1.99,0.1971,,,,,
2.0,,0.21778765320777893,0.4676491732566499,0.5749005744586831,0.5157581764122895,0.938186895681941
2.02,0.1392,,,,,
2.04,0.1249,,,,,
2.06,0.1059,,,,,
2.08,0.1029,,,,,
2.1,0.1019,,,,,
2.12,0.12,,,,,
2.14,0.1148,,,,,
2.17,0.0989,,,,,
2.19,0.1374,,,,,
2.21,0.1115,,,,,
2.23,0.0908,,,,,
2.25,0.1461,,,,,
2.27,0.1214,,,,,
2.29,0.0866,,,,,
2.32,0.0852,,,,,
2.34,0.1101,,,,,
2.36,0.1312,,,,,
2.38,0.1354,,,,,
2.4,0.1191,,,,,
2.42,0.165,,,,,
2.45,0.1161,,,,,
2.47,0.1266,,,,,
2.49,0.1313,,,,,
