label,precision,recall,f1-score,support
location,0.6627218934911243,0.7293023255813953,0.6944198405668733,1075
micro avg,0.6627218934911243,0.7293023255813953,0.6944198405668733,1075
macro avg,0.6627218934911243,0.7293023255813953,0.6944198405668733,1075
weighted avg,0.6627218934911243,0.7293023255813953,0.6944198405668733,1075
