entity,precision,recall,f1,support
aeroway,0.6,0.5,0.5454545454545454,6
amenity,0.3225806451612903,0.43478260869565216,0.37037037037037035,46
boundary,0.6083032490974729,0.658203125,0.6322701688555348,512
building,0.3125,0.5,0.38461538461538464,10
highway,0.5901060070671378,0.6349809885931559,0.6117216117216118,263
landuse,0.5,0.23529411764705882,0.31999999999999995,17
leisure,0.48,0.7058823529411765,0.5714285714285713,17
man_made,0.0,0.0,0.0,2
natural,0.2727272727272727,0.23076923076923078,0.24999999999999994,26
office,1.0,0.5,0.6666666666666666,2
place,0.33488372093023255,0.4864864864864865,0.396694214876033,148
railway,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
shop,0.25,0.2,0.22222222222222224,5
tourism,0.6,0.25,0.35294117647058826,12
tunnel,0.0,0.0,0.0,1
waterway,0.7241379310344828,0.75,0.736842105263158,56
