entity,precision,recall,f1,support
aeroway,0.46153846153846156,0.631578947368421,0.5333333333333333,19
amenity,0.36923076923076925,0.5106382978723404,0.42857142857142855,94
boundary,0.6706422018348623,0.7361530715005036,0.7018722995679308,993
bridge,0.0,0.0,0.0,0
building,0.42105263157894735,0.42105263157894735,0.42105263157894735,38
club,1.0,0.3333333333333333,0.5,3
healthcare,0.0,0.0,0.0,1
highway,0.5900178253119429,0.650294695481336,0.6186915887850467,509
historic,0.0,0.0,0.0,0
junction,0.0,0.0,0.0,1
landuse,0.3076923076923077,0.2857142857142857,0.29629629629629634,14
leisure,0.42592592592592593,0.5227272727272727,0.46938775510204084,44
man_made,0.16666666666666666,1.0,0.2857142857142857,1
natural,0.46551724137931033,0.574468085106383,0.5142857142857143,47
office,0.0,0.0,0.0,6
place,0.3524027459954233,0.4827586206896552,0.4074074074074074,319
railway,0.2857142857142857,0.2,0.23529411764705882,10
shop,0.19047619047619047,0.4,0.25806451612903225,10
tourism,0.42857142857142855,0.3333333333333333,0.375,18
tunnel,0.0,0.0,0.0,2
waterway,0.7,0.693069306930693,0.6965174129353233,101
