epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.04,0.4573,,,,,
0.08,0.1536,,,,,
0.11,0.1177,,,,,
0.15,0.108,,,,,
0.19,0.1214,,,,,
0.23,0.0901,,,,,
0.27,0.099,,,,,
0.3,0.0894,,,,,
0.34,0.1102,,,,,
0.38,0.0805,,,,,
0.42,0.0799,,,,,
0.46,0.1013,,,,,
0.5,0.088,,,,,
0.53,0.0781,,,,,
0.57,0.0863,,,,,
0.61,0.0586,,,,,
0.65,0.0825,,,,,
0.69,0.0741,,,,,
0.72,0.0715,,,,,
0.76,0.0738,,,,,
0.8,0.0767,,,,,
0.84,0.0628,,,,,
0.88,0.0756,,,,,
0.91,0.0669,,,,,
0.95,0.0702,,,,,
0.99,0.0598,,,,,
1.0,,0.15769878029823303,0.5,0.5545112781954887,0.5258467023172906,0.9432710613993337
1.03,0.0445,,,,,
1.07,0.0509,,,,,
1.1,0.0532,,,,,
1.14,0.0414,,,,,
1.18,0.055,,,,,
1.22,0.0443,,,,,
1.26,0.0405,,,,,
1.3,0.0356,,,,,
1.33,0.0495,,,,,
1.37,0.0457,,,,,
1.41,0.0427,,,,,
1.45,0.054,,,,,
1.49,0.0576,,,,,
1.52,0.0487,,,,,
1.56,0.0489,,,,,
1.6,0.0392,,,,,
1.64,0.0405,,,,,
1.68,0.0502,,,,,
1.71,0.0368,,,,,
1.75,0.0516,,,,,
1.79,0.0484,,,,,
1.83,0.0481,,,,,
1.87,0.0507,,,,,
1.9,0.0452,,,,,
1.94,0.0437,,,,,
1.98,0.0539,,,,,
2.0,,0.15459157526493073,0.5405405405405406,0.6578947368421053,0.5934718100890208,0.9464838172298905
2.02,0.0365,,,,,
2.06,0.0337,,,,,
2.1,0.0252,,,,,
2.13,0.025,,,,,
2.17,0.0257,,,,,
2.21,0.0383,,,,,
2.25,0.0228,,,,,
2.29,0.0301,,,,,
2.32,0.0328,,,,,
2.36,0.044,,,,,
2.4,0.0271,,,,,
2.44,0.0234,,,,,
2.48,0.0224,,,,,
2.51,0.0246,,,,,
2.55,0.0405,,,,,
2.59,0.029,,,,,
2.63,0.0347,,,,,
2.67,0.0286,,,,,
2.7,0.0256,,,,,
2.74,0.0266,,,,,
2.78,0.0345,,,,,
2.82,0.019,,,,,
2.86,0.0372,,,,,
2.9,0.0263,,,,,
2.93,0.026,,,,,
2.97,0.0383,,,,,
3.0,,0.1578504741191864,0.5826086956521739,0.6926691729323309,0.6328896522112495,0.9504700142789148
3.01,0.0349,,,,,
3.05,0.0177,,,,,
3.09,0.0209,,,,,
3.12,0.0188,,,,,
3.16,0.0183,,,,,
3.2,0.011,,,,,
3.24,0.0214,,,,,
3.28,0.0172,,,,,
3.31,0.0166,,,,,
3.35,0.0194,,,,,
3.39,0.0204,,,,,
3.43,0.013,,,,,
3.47,0.0202,,,,,
3.5,0.0186,,,,,
3.54,0.0118,,,,,
3.58,0.0144,,,,,
3.62,0.0184,,,,,
3.66,0.0195,,,,,
3.7,0.018,,,,,
3.73,0.0137,,,,,
3.77,0.0296,,,,,
3.81,0.0242,,,,,
3.85,0.0134,,,,,
3.89,0.0132,,,,,
3.92,0.0212,,,,,
3.96,0.0174,,,,,
4.0,0.0163,0.17849008738994598,0.6142001710863987,0.674812030075188,0.6430810568741604,0.953801761066159
4.04,0.0117,,,,,
4.08,0.0075,,,,,
4.11,0.0107,,,,,
4.15,0.007,,,,,
4.19,0.0107,,,,,
4.23,0.0107,,,,,
4.27,0.0156,,,,,
4.3,0.0067,,,,,
4.34,0.0139,,,,,
4.38,0.0148,,,,,
4.42,0.0118,,,,,
4.46,0.0058,,,,,
4.5,0.0085,,,,,
4.53,0.0102,,,,,
4.57,0.0152,,,,,
4.61,0.0123,,,,,
4.65,0.0137,,,,,
4.69,0.0083,,,,,
4.72,0.007,,,,,
4.76,0.0134,,,,,
4.8,0.0087,,,,,
4.84,0.0078,,,,,
4.88,0.0116,,,,,
4.91,0.0207,,,,,
4.95,0.0081,,,,,
4.99,0.0083,,,,,
5.0,,0.1952960342168808,0.6009693053311793,0.6992481203007519,0.6463944396177237,0.955140409328891
5.03,0.0097,,,,,
5.07,0.0106,,,,,
5.1,0.0071,,,,,
5.14,0.0051,,,,,
5.18,0.0105,,,,,
5.22,0.0052,,,,,
5.26,0.0074,,,,,
5.3,0.0066,,,,,
5.33,0.0115,,,,,
5.37,0.0084,,,,,
5.41,0.0067,,,,,
5.45,0.003,,,,,
5.49,0.0076,,,,,
5.52,0.0055,,,,,
5.56,0.004,,,,,
5.6,0.0115,,,,,
5.64,0.0052,,,,,
5.68,0.012,,,,,
5.71,0.0075,,,,,
5.75,0.0058,,,,,
5.79,0.0107,,,,,
5.83,0.0085,,,,,
5.87,0.0084,,,,,
5.9,0.0102,,,,,
5.94,0.0063,,,,,
5.98,0.0072,,,,,
6.0,,0.21847258508205414,0.6293766011955594,0.6926691729323309,0.6595078299776287,0.9547536887196573
6.02,0.0066,,,,,
6.06,0.004,,,,,
6.1,0.0032,,,,,
6.13,0.0026,,,,,
6.17,0.005,,,,,
6.21,0.0038,,,,,
6.25,0.007,,,,,
6.29,0.004,,,,,
6.32,0.0021,,,,,
6.36,0.0015,,,,,
6.4,0.0045,,,,,
6.44,0.0065,,,,,
6.48,0.0052,,,,,
6.51,0.0065,,,,,
6.55,0.0042,,,,,
6.59,0.002,,,,,
6.63,0.0052,,,,,
6.67,0.0019,,,,,
6.7,0.0049,,,,,
