entity,precision,recall,f1,support
aeroway,0.6,0.375,0.4615384615384615,8
amenity,0.2465753424657534,0.47368421052631576,0.3243243243243243,38
boundary,0.629695885509839,0.6591760299625468,0.6440988106129918,534
building,0.5,0.5714285714285714,0.5333333333333333,21
club,0.0,0.0,0.0,1
healthcare,0.0,0.0,0.0,1
highway,0.5107142857142857,0.562992125984252,0.5355805243445694,254
landuse,0.125,0.25,0.16666666666666666,4
leisure,0.3548387096774194,0.5238095238095238,0.4230769230769231,21
man_made,0.0,0.0,0.0,1
natural,0.34375,0.5238095238095238,0.4150943396226415,21
office,0.0,0.0,0.0,5
place,0.26406926406926406,0.391025641025641,0.3152454780361757,156
railway,0.42857142857142855,0.375,0.39999999999999997,8
shop,0.2,0.16666666666666666,0.1818181818181818,12
tourism,0.2222222222222222,0.2222222222222222,0.2222222222222222,9
tunnel,0.0,0.0,0.0,1
waterway,0.627906976744186,0.7105263157894737,0.6666666666666666,38
