epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
7.59,0.0415,,,,,
7.64,0.0229,,,,,
7.68,0.0278,,,,,
7.72,0.0287,,,,,
7.76,0.0222,,,,,
7.8,0.0255,,,,,
7.85,0.033,,,,,
7.89,0.0255,,,,,
7.93,0.0272,,,,,
7.97,0.0268,,,,,
8.0,,0.32237377762794495,0.49181547619047616,0.5899152164212406,0.5364171231487117,0.9388620304946077
8.02,0.017,,,,,
8.06,0.0232,,,,,
8.1,0.0198,,,,,
8.14,0.0142,,,,,
8.19,0.0138,,,,,
8.23,0.0155,,,,,
8.27,0.0191,,,,,
8.31,0.0137,,,,,
8.36,0.0164,,,,,
8.4,0.019,,,,,
8.44,0.0203,,,,,
8.48,0.0164,,,,,
8.53,0.0158,,,,,
8.57,0.0192,,,,,
8.61,0.0302,,,,,
8.65,0.0166,,,,,
8.7,0.0177,,,,,
8.74,0.0258,,,,,
8.78,0.0124,,,,,
8.82,0.0245,,,,,
8.87,0.0234,,,,,
8.91,0.0231,,,,,
8.95,0.0221,,,,,
8.99,0.0151,,,,,
9.0,,0.33303630352020264,0.5070155479711794,0.5966086568496207,0.5481754817548176,0.9415842320565266
9.03,0.0185,,,,,
9.08,0.0142,,,,,
9.12,0.0147,,,,,
9.16,0.0192,,,,,
9.2,0.0131,,,,,
9.25,0.0108,,,,,
9.29,0.0129,,,,,
9.33,0.0176,,,,,
9.37,0.0149,,,,,
9.42,0.0114,,,,,
9.46,0.0175,,,,,
9.5,0.0122,,,,,
9.54,0.0109,,,,,
9.59,0.019,,,,,
9.63,0.013,,,,,
9.67,0.0205,,,,,
9.71,0.0117,,,,,
9.76,0.0161,,,,,
9.8,0.0151,,,,,
9.84,0.0107,,,,,
9.88,0.0185,,,,,
9.93,0.0144,,,,,
9.97,0.0187,,,,,
10.0,,0.35047027468681335,0.5102817974105103,0.5979473449352968,0.5506472159441135,0.9407958348828561
10.01,0.0144,,,,,
10.05,0.0097,,,,,
10.1,0.0115,,,,,
10.14,0.0099,,,,,
10.18,0.0106,,,,,
10.22,0.0072,,,,,
10.27,0.0121,,,,,
10.31,0.0125,,,,,
10.35,0.0094,,,,,
10.39,0.0105,,,,,
10.43,0.0142,,,,,
10.48,0.0112,,,,,
10.52,0.0115,,,,,
10.56,0.0125,,,,,
10.6,0.0166,,,,,
10.65,0.0132,,,,,
10.69,0.0095,,,,,
10.73,0.0111,,,,,
10.77,0.0166,,,,,
10.82,0.0091,,,,,
10.86,0.0169,,,,,
10.9,0.0157,,,,,
10.94,0.0088,,,,,
10.99,0.0115,,,,,
11.0,,0.35810452699661255,0.5190270694389957,0.5903614457831325,0.552400835073069,0.9423131275567125
11.03,0.0095,,,,,
11.07,0.0062,,,,,
11.11,0.0122,,,,,
11.16,0.01,,,,,
11.2,0.0081,,,,,
11.24,0.0074,,,,,
11.28,0.0062,,,,,
11.33,0.0082,,,,,
11.37,0.0076,,,,,
11.41,0.0139,,,,,
11.45,0.009,,,,,
11.5,0.0116,,,,,
11.54,0.0057,,,,,
11.58,0.0102,,,,,
11.62,0.007,,,,,
11.66,0.0063,,,,,
11.71,0.0105,,,,,
11.75,0.0108,,,,,
11.79,0.0121,,,,,
11.83,0.0081,,,,,
11.88,0.0077,,,,,
11.92,0.0101,,,,,
11.96,0.0087,,,,,
12.0,0.0113,0.3714931905269623,0.5220272904483431,0.5975011155734047,0.5572201414898045,0.942893268873187
12.05,0.0058,,,,,
12.09,0.0037,,,,,
12.13,0.0075,,,,,
12.17,0.0047,,,,,
12.22,0.0042,,,,,
12.26,0.0053,,,,,
12.3,0.0067,,,,,
12.34,0.0082,,,,,
12.39,0.0126,,,,,
12.43,0.0077,,,,,
12.47,0.0088,,,,,
12.51,0.0068,,,,,
12.56,0.0069,,,,,
12.6,0.0109,,,,,
12.64,0.0061,,,,,
12.68,0.0052,,,,,
12.73,0.007,,,,,
12.77,0.0075,,,,,
12.81,0.0104,,,,,
12.85,0.0045,,,,,
12.9,0.0086,,,,,
12.94,0.0085,,,,,
12.98,0.0081,,,,,
13.0,,0.37066224217414856,0.5233537519142419,0.609995537706381,0.5633628683288687,0.9429081442915582
13.02,0.0051,,,,,
13.06,0.0073,,,,,
13.11,0.0043,,,,,
13.15,0.0048,,,,,
13.19,0.0084,,,,,
13.23,0.0041,,,,,
13.28,0.005,,,,,
13.32,0.0038,,,,,
13.36,0.0054,,,,,
13.4,0.0062,,,,,
13.45,0.0056,,,,,
13.49,0.0053,,,,,
13.53,0.0035,,,,,
13.57,0.0041,,,,,
13.62,0.0066,,,,,
13.66,0.0093,,,,,
13.7,0.0064,,,,,
13.74,0.0033,,,,,
13.79,0.0072,,,,,
13.83,0.0068,,,,,
13.87,0.0054,,,,,
13.91,0.0049,,,,,
13.96,0.0096,,,,,
14.0,0.0048,0.38137131929397583,0.5252873563218391,0.6117804551539491,0.5652442795299938,0.9427445146894756
14.04,0.0056,,,,,
14.08,0.0055,,,,,
14.13,0.0031,,,,,
14.17,0.0041,,,,,
14.21,0.0035,,,,,
14.25,0.0059,,,,,
14.29,0.0029,,,,,
14.34,0.0051,,,,,
14.38,0.0037,,,,,
14.42,0.004,,,,,
14.46,0.0058,,,,,
14.51,0.0053,,,,,
14.55,0.0027,,,,,
14.59,0.0038,,,,,
14.63,0.0046,,,,,
14.68,0.0061,,,,,
14.72,0.0029,,,,,
14.76,0.0072,,,,,
14.8,0.0029,,,,,
14.85,0.007,,,,,
14.89,0.0066,,,,,
14.93,0.0071,,,,,
14.97,0.0037,,,,,
15.0,,0.390445351600647,0.5198170731707317,0.608656849620705,0.5607399794450154,0.9430420230568984
15.02,0.0053,,,,,
15.06,0.0029,,,,,
15.1,0.0029,,,,,
15.14,0.003,,,,,
15.19,0.0027,,,,,
15.23,0.0034,,,,,
15.27,0.0064,,,,,
15.31,0.0068,,,,,
15.36,0.0058,,,,,
15.4,0.0026,,,,,
15.44,0.0047,,,,,
15.48,0.0025,,,,,
15.52,0.0046,,,,,
15.57,0.0036,,,,,
15.61,0.0022,,,,,
15.65,0.0029,,,,,
15.69,0.0033,,,,,
15.74,0.0049,,,,,
15.78,0.0021,,,,,
15.82,0.0027,,,,,
15.86,0.004,,,,,
15.91,0.0062,,,,,
15.95,0.0055,,,,,
15.99,0.0054,,,,,
16.0,,0.3930654525756836,0.5340069957248348,0.6131191432396251,0.570835064395513,0.944663443659353
16.03,0.0019,,,,,
16.08,0.0039,,,,,
16.12,0.0024,,,,,
16.16,0.0032,,,,,
16.2,0.0049,,,,,
16.25,0.0019,,,,,
16.29,0.0041,,,,,
16.33,0.0045,,,,,
16.37,0.0019,,,,,
16.42,0.0052,,,,,
16.46,0.0017,,,,,
16.5,0.0065,,,,,
16.54,0.0036,,,,,
16.59,0.0034,,,,,
16.63,0.0027,,,,,
16.67,0.0023,,,,,
16.71,0.0018,,,,,
16.76,0.0026,,,,,
16.8,0.0056,,,,,
16.84,0.0021,,,,,
16.88,0.0027,,,,,
16.92,0.0032,,,,,
16.97,0.0064,,,,,
17.0,,0.4062677025794983,0.5344427244582043,0.6162427487728692,0.5724352331606216,0.9437114168835998
17.01,0.0028,,,,,
17.05,0.0034,,,,,
17.09,0.0023,,,,,
17.14,0.0032,,,,,
17.18,0.0013,,,,,
17.22,0.003,,,,,
17.26,0.0021,,,,,
17.31,0.0031,,,,,
17.35,0.0019,,,,,
17.39,0.0029,,,,,
17.43,0.003,,,,,
17.48,0.0023,,,,,
17.52,0.0038,,,,,
17.56,0.0024,,,,,
17.6,0.0021,,,,,
17.65,0.0021,,,,,
17.69,0.002,,,,,
17.73,0.0043,,,,,
17.77,0.0028,,,,,
17.82,0.004,,,,,
17.86,0.0034,,,,,
17.9,0.0022,,,,,
17.94,0.002,,,,,
17.99,0.0027,,,,,
18.0,,0.4072006344795227,0.5342359767891682,0.6162427487728692,0.5723166183174472,0.9435924135366307
18.03,0.003,,,,,
18.07,0.0017,,,,,
18.11,0.0031,,,,,
18.15,0.0012,,,,,
18.2,0.0019,,,,,
18.24,0.0019,,,,,
18.28,0.0047,,,,,
18.32,0.0021,,,,,
18.37,0.001,,,,,
18.41,0.0026,,,,,
18.45,0.0027,,,,,
18.49,0.0015,,,,,
18.54,0.002,,,,,
18.58,0.0024,,,,,
18.62,0.0028,,,,,
18.66,0.0019,,,,,
18.71,0.0023,,,,,
18.75,0.0043,,,,,
18.79,0.0055,,,,,
18.83,0.0026,,,,,
18.88,0.0023,,,,,
18.92,0.0017,,,,,
18.96,0.0013,,,,,
19.0,0.0026,0.41145503520965576,0.5378935095219588,0.6175814368585453,0.5749896136269215,0.9438750464856824
19.05,0.0025,,,,,
19.09,0.0017,,,,,
19.13,0.0013,,,,,
19.17,0.0019,,,,,
19.22,0.003,,,,,
19.26,0.0019,,,,,
19.3,0.0025,,,,,
19.34,0.0014,,,,,
19.38,0.0035,,,,,
19.43,0.0026,,,,,
19.47,0.0028,,,,,
19.51,0.0022,,,,,
19.55,0.0032,,,,,
19.6,0.0016,,,,,
19.64,0.0019,,,,,
19.68,0.0034,,,,,
19.72,0.0019,,,,,
19.77,0.0024,,,,,
19.81,0.0019,,,,,
19.85,0.0015,,,,,
19.89,0.002,,,,,
19.94,0.0028,,,,,
19.98,0.0012,0.41091951727867126,0.5361982191250484,0.6180276662204373,0.5742122719734659,0.9436816660468575
