entity,precision,recall,f1,support
aeroway,0.5454545454545454,0.46153846153846156,0.4999999999999999,13
amenity,0.38922155688622756,0.5416666666666666,0.4529616724738676,120
boundary,0.6301989150090416,0.7068965517241379,0.6663479923518164,986
bridge,0.0,0.0,0.0,1
building,0.4358974358974359,0.5151515151515151,0.4722222222222222,33
club,0.0,0.0,0.0,0
highway,0.576530612244898,0.6595330739299611,0.6152450090744102,514
historic,0.0,0.0,0.0,2
junction,0.0,0.0,0.0,1
landuse,0.3076923076923077,0.14814814814814814,0.2,27
leisure,0.34545454545454546,0.6129032258064516,0.4418604651162791,31
man_made,0.2,0.6666666666666666,0.30769230769230765,3
natural,0.6,0.5625,0.5806451612903225,48
office,0.5,0.4,0.4444444444444445,10
place,0.3511450381679389,0.4742268041237113,0.40350877192982454,291
railway,0.14285714285714285,0.2,0.16666666666666666,10
shop,0.4166666666666667,0.5555555555555556,0.4761904761904762,9
tourism,0.17647058823529413,0.23076923076923078,0.20000000000000004,13
tunnel,0.0,0.0,0.0,1
waterway,0.7065217391304348,0.7558139534883721,0.7303370786516854,86
