label,precision,recall,f1-score,support
location,0.6112903225806452,0.6992619926199262,0.6523235800344235,1084
micro avg,0.6112903225806452,0.6992619926199262,0.6523235800344235,1084
macro avg,0.6112903225806452,0.6992619926199262,0.6523235800344235,1084
weighted avg,0.6112903225806452,0.6992619926199262,0.6523235800344235,1084
