epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,1435,0.19055978953838348,0.5513937282229965,0.5401023890784983,0.5456896551724137,0.9432888835375215
2.0,2870,0.15891237556934357,0.5848142164781907,0.6177474402730375,0.6008298755186722,0.9521086060022275
3.0,4305,0.22742411494255066,0.6140350877192983,0.6271331058020477,0.6205149852258336,0.9515968814906234
4.0,5741,0.2034509927034378,0.6115569823434992,0.6501706484641638,0.6302729528535981,0.9548177357695433
5.0,7176,0.23557685315608978,0.6290748898678414,0.6092150170648464,0.6189856957087125,0.9539748953974896
6.0,8611,0.2568938136100769,0.5908080059303188,0.6800341296928327,0.6322887742959143,0.9499413021883748
7.0,10046,0.32297012209892273,0.6186708860759493,0.6672354948805461,0.6420361247947455,0.9530417506998585
8.0,11482,0.26298025250434875,0.6010719754977029,0.6697952218430034,0.6335754640839386,0.9538243881881943
9.0,12917,0.3289760947227478,0.6151537884471118,0.6996587030716723,0.654690618762475,0.9500918093976701
10.0,14352,0.3339640498161316,0.6365777080062794,0.6919795221843004,0.6631234668847097,0.9540651997230667
11.0,15787,0.3927937150001526,0.6337025316455697,0.6834470989761092,0.6576354679802955,0.9531320550254357
12.0,17223,0.3872666656970978,0.6317034700315457,0.6834470989761092,0.6565573770491804,0.9547575328858252
13.0,18658,0.4019570052623749,0.6394230769230769,0.6808873720136519,0.6595041322314049,0.9548779386532615
