best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
10.0,0.6631234668847097,5193.42577624321,0.00029547399026341736,0.9974397092831186,0.9983466975283128,0.9978929973146045,0.999899771055991,0.3339640498161316,0.6365777080062794,0.6919795221843004,0.6631234668847097,0.9540651997230667,0.3210841119289398,0.6112903225806452,0.6992619926199262,0.6523235800344235,0.9536911742595099,0.5,0.9,11,3717,2230,743,744,9252,11482
