entity,precision,recall,f1,support
aeroway,0.375,0.5,0.42857142857142855,12
amenity,0.38571428571428573,0.4909090909090909,0.432,110
boundary,0.6663594470046083,0.7215568862275449,0.6928605654048873,1002
bridge,0.0,0.0,0.0,1
building,0.5897435897435898,0.5227272727272727,0.5542168674698795,44
club,0.0,0.0,0.0,1
highway,0.6513274336283186,0.7117988394584139,0.6802218114602587,517
historic,0.0,0.0,0.0,1
landuse,0.17647058823529413,0.15789473684210525,0.16666666666666669,19
leisure,0.46938775510204084,0.575,0.5168539325842697,40
man_made,0.25,0.2,0.22222222222222224,5
military,0.0,0.0,0.0,1
natural,0.48936170212765956,0.42592592592592593,0.4554455445544554,54
office,0.25,0.14285714285714285,0.18181818181818182,7
place,0.3844282238442822,0.4831804281345566,0.4281842818428184,327
railway,0.375,0.6,0.4615384615384615,5
shop,0.2,0.2222222222222222,0.2105263157894737,9
tourism,0.25,0.5,0.3333333333333333,10
tunnel,0.0,0.0,0.0,0
waterway,0.5841584158415841,0.6941176470588235,0.6344086021505377,85
