epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,557,0.1244926005601883,0.5436477007014809,0.627248201438849,0.5824634655532359,0.9529732920171167
2.0,1115,0.11508860439062119,0.6104868913857678,0.6596223021582733,0.6341041711692241,0.9583886675520141
3.0,1672,0.13365624845027924,0.6404081632653061,0.7054856115107914,0.6713735558408216,0.9602036299247455
4.0,2230,0.15207982063293457,0.6472545757071547,0.6996402877697842,0.672428694900605,0.9613103142983621
5.0,2787,0.17379827797412872,0.6576064908722109,0.7288669064748201,0.6914054169332481,0.9615464069647337
6.0,3345,0.19225211441516876,0.6475667189952904,0.7419064748201439,0.691533948030176,0.9591707245093699
7.0,3902,0.21393951773643494,0.662428219852338,0.7261690647482014,0.6928356928356928,0.9623432197137376
8.0,4460,0.22902780771255493,0.6677432377876463,0.7437050359712231,0.7036800680706233,0.962166150213959
9.0,5017,0.234646737575531,0.6677551020408163,0.7356115107913669,0.7000427899015832,0.9605577689243028
10.0,5575,0.25629082322120667,0.6787198669991688,0.7342625899280576,0.7053995680345574,0.9628449166297772
11.0,6132,0.2761545181274414,0.6791895314478683,0.7234712230215827,0.7006313956020032,0.9625055334218681
12.0,6690,0.27271851897239685,0.674055829228243,0.7383093525179856,0.7047210300429184,0.9629039397963701
13.0,7247,0.2924497425556183,0.6777231777231777,0.7441546762589928,0.7093870552936133,0.9631400324627416
14.0,7805,0.2985324561595917,0.6895559210526315,0.7540467625899281,0.7203608247422679,0.9635384388372437
15.0,8362,0.295109361410141,0.6785421785421786,0.7450539568345323,0.710244320617231,0.9634056367124096
16.0,8920,0.29999110102653503,0.6837571780147662,0.7495503597122302,0.7151437151437151,0.9630219861295558
17.0,9477,0.312310129404068,0.6846153846153846,0.760341726618705,0.7204942479761397,0.9635531946288919
18.0,10035,0.3096767067909241,0.6940980881130507,0.7508992805755396,0.7213822894168468,0.9635236830455954
19.0,10592,0.31066837906837463,0.7009659806803864,0.7504496402877698,0.7248642779587404,0.9635679504205401
19.98,11140,0.31268492341041565,0.7016060862214708,0.7464028776978417,0.7233115468409587,0.9635531946288919
