label,precision,recall,f1-score,support
location,0.6734006734006734,0.7376671277086215,0.7040704070407041,2169
micro avg,0.6734006734006734,0.7376671277086215,0.7040704070407041,2169
macro avg,0.6734006734006734,0.7376671277086215,0.7040704070407041,2169
weighted avg,0.6734006734006734,0.7376671277086215,0.7040704070407041,2169
